,words,count
155,toe,15
156,mensen,15
157,duidelijk,15
158,gericht,15
159,welzijns,15
160,raad,14
161,belang,14
162,vlamingen,14
163,iedereen,14
164,bevolking,14
165,financiële,14
166,voeren,14
167,europese,14
168,waarin,14
169,leven,14
170,bestaande,14
171,manier,14
172,uitgebouwd,14
173,elkaar,14
174,maximaal,13
175,zelf,13
176,uitdagingen,13
177,culturele,13
178,opdracht,13
179,plaats,13
180,politieke,13
181,sector,13
182,taken,13
183,bestuur,13
184,versterking,13
185,vorming,13
186,globale,13
187,aangemoedigd,13
188,geven,13
189,stand,13
190,behoeften,13
191,dient,13
192,voorzieningen,13
193,21,12
194,jaar,12
195,internationale,12
196,bevoegdheden,12
197,staat,12
198,europa,12
199,sociaal,12
200,geen,12
201,functie,12
202,deel,12
203,partners,12
204,volgende,12
205,hierbij,12
206,arbeid,12
207,noodzakelijk,12
208,ruimtelijk,12
209,daartoe,12
210,essentieel,12
211,grotere,12
212,samen,12
213,na,12
214,uitgewerkt,12
215,niveau,12
216,dialoog,11
217,nemen,11
218,algemeen,11
219,evaluatie,11
220,kansen,11
221,wetenschappelijk,11
222,termijn,11
223,stimuleren,11
224,genomen,11
225,gebieden,11
226,permanente,11
227,uitvoering,11
228,economisch,11
229,nieuw,11
230,principe,11
231,doelgroepen,11
232,strategisch,11
233,leerlingen,11
234,secundair,11
235,realiseren,11
236,doelstellingen,11
237,zodat,11
238,media,11
239,planning,11
240,buitenlandse,11
241,ondersteunen,11
242,dienstverlening,11
243,maatschappelijk,11
244,resultaten,11
245,prioriteiten,10
246,geïntegreerd,10
247,samenhang,10
248,bod,10
249,weg,10
250,duidelijke,10
251,overheden,10
252,maakt,10
253,leveren,10
254,respect,10
255,streven,10
256,2,10
257,richten,10
258,geëvalueerd,10
259,steden,10
260,geïntegreerde,10
261,enkel,10
262,structuurplan,10
263,integratie,10
264,omroep,10
265,provincies,10
266,ondersteund,10
267,verbeteren,10
268,aangepast,10
269,volwaardig,9
270,instrumenten,9
271,partnerschap,9
272,bereiken,9
273,gelijke,9
274,vormen,9
275,welke,9
276,afspraken,9
277,wereld,9
278,buitenlands,9
279,bedrijfsleven,9
280,verdere,9
281,bevordering,9
282,spelen,9
283,tewerkstelling,9
284,gebeuren,9
285,ordening,9
286,infrastructuur,9
287,vastgelegd,9
288,drie,9
289,kwalitatief,9
290,school,9
291,bouwen,9
292,administratie,9
293,volledig,9
294,tevens,9
295,nu,9
296,ontwikkelen,9
297,ondersteuning,9
298,domeinen,9
299,oog,9
300,jaren,9
301,leefomgeving,9
302,regionale,9
303,huisvesting,9
304,3,8
305,opnieuw,8
306,willen,8
307,onder,8
308,prioritair,8
309,gekoppeld,8
310,federaal,8
311,eveneens,8
312,versterken,8
313,democratische,8
314,werkloosheid,8
315,investeren,8
316,actief,8
317,regeling,8
318,acties,8
319,visie,8
320,instrument,8
321,maat,8
322,gecreëerd,8
323,verbetering,8
324,minister,8
325,afgestemd,8
326,mobiliteit,8
327,vervoer,8
328,regelgeving,8
329,mogelijke,8
330,cultuurbeleid,8
331,ministerie,8
332,terrein,8
333,fonds,8
334,mee,8
335,hoe,8
336,besturen,8
337,goede,8
338,volle,8
339,diensten,8
340,strategische,8
341,algemene,8
342,controle,8
343,lange,8
344,diverse,8
345,versterkt,8
346,brengen,8
347,zorgen,8
348,projecten,8
349,15,8
350,financiering,8
351,europees,8
352,zonder,7
353,recht,7
354,laten,7
355,centraal,7
356,evenwicht,7
357,open,7
358,veel,7
359,zeker,7
360,één,7
361,vraag,7
362,jongeren,7
363,ouderen,7
364,betrokken,7
365,hen,7
366,vergt,7
367,nood,7
368,dringt,7
369,opdrachten,7
370,rand,7
371,gaan,7
372,unie,7
373,uitbouw,7
374,reeds,7
375,al,7
376,aspecten,7
377,4,7
378,regionaal,7
379,uitgevoerd,7
380,kmos,7
381,ter,7
382,actieve,7
383,problematiek,7
384,concrete,7
385,wonen,7
386,5,7
387,stedelijk,7
388,samenhangend,7
389,efficiënt,7
390,normen,7
391,voorkomingsbeleid,7
392,1996,7
393,gehouden,7
394,immers,7
395,gewaarborgd,7
396,leefbaarheid,7
397,bijdragen,7
398,garanderen,7
399,informatie,7
400,centrale,7
401,centrum,7
402,identiteit,7
403,staan,7
404,verkeersveiligheid,7
405,betekent,7
406,bieden,7
407,betere,7
408,daarvoor,7
409,buitenland,7
410,universiteiten,7
411,wetenschappelijke,7
412,aantal,7
413,gebruik,7
414,heel,7
415,voldoende,7
416,technologie,7
417,opleiding,7
418,telenet,7
419,administratieve,7
420,19,7
421,milieubeleid,7
422,beleidsdomeinen,6
423,elke,6
424,bevoegdheid,6
425,evenwichtige,6
426,problemen,6
427,tijd,6
428,stad,6
429,gezinnen,6
430,vragen,6
431,krijgt,6
432,staatshervorming,6
433,deelstaten,6
434,mobiliteitsbeleid,6
435,impact,6
436,zin,6
437,punten,6
438,bijzonder,6
439,maximale,6
440,rond,6
441,bijdrage,6
442,positie,6
443,verband,6
444,omgeving,6
445,lasten,6
446,herverdeling,6
447,arbeidsmarkt,6
448,werklozen,6
449,verkrotting,6
450,initiatief,6
451,gestimuleerd,6
452,afgesloten,6
453,opvolging,6
454,water,6
455,verdergezet,6
456,preventie,6
457,alles,6
458,vanaf,6
459,karakter,6
460,waardoor,6
461,ouders,6
462,hiertoe,6
463,toegang,6
464,daar,6
465,kwaliteitsvol,6
466,begroting,6
467,draagvlak,6
468,huidige,6
469,programma,6
470,17,6
471,kans,6
472,periode,6
473,mogelijkheden,6
474,belangrijk,6
475,dienen,6
476,bepalen,6
477,inspelen,6
478,gevolgen,6
479,oplossing,6
480,houdt,6
481,evolutie,6
482,leiden,6
483,organisatie,6
484,anderzijds,6
485,gezin,6
486,vele,6
487,biedt,6
488,technologiebeleid,6
489,vernieuwing,6
490,tuinbouw,6
491,23,6
492,gemeentelijke,6
493,31,6
494,uitwerken,6
495,extra,6
496,zeer,5
497,vorm,5
498,regeerakkoord,5
499,pijler,5
500,wie,5
501,kansarmen,5
502,allen,5
503,erop,5
504,waarde,5
505,bepaalde,5
506,type,5
507,gezondheidszorg,5
508,twee,5
509,objectieve,5
510,solidariteit,5
511,personen,5
512,vernieuwde,5
513,relaties,5
514,landen,5
515,rechten,5
516,zorgt,5
517,vandaag,5
518,topprioriteit,5
519,systematisch,5
520,voorrang,5
521,laaggeschoolde,5
522,opdat,5
523,gegeven,5
524,komt,5
525,passen,5
526,leegstand,5
527,naast,5
528,impulsfonds,5
529,aangewend,5
530,gemeentelijk,5
531,landelijke,5
532,enkele,5
533,doelgericht,5
534,effectief,5
535,zetten,5
536,operationeel,5
537,structuur,5
538,gerealiseerd,5
539,veiligheid,5
540,inrichting,5
541,leraren,5
542,basisonderwijs,5
543,leggen,5
544,gezondheidsbeleid,5
545,veronderstelt,5
546,patiënten,5
547,zoveel,5
548,inhoudelijk,5
549,specifiek,5
550,kunstenaars,5
551,uitgaven,5
552,breed,5
553,publiek,5
554,hervorming,5
555,beheersovereenkomsten,5
556,6,5
557,sport,5
558,1998,5
559,onderzocht,5
560,samenwerken,5
561,hier,5
562,structuren,5
563,verscheidenheid,5
564,beleidsvoorbereiding,5
565,ruim,5
566,hogescholen,5
567,werking,5
568,dienst,5
569,geldt,5
570,sociaaleconomische,5
571,uitgangspunt,5
572,sensibilisering,5
573,reële,5
574,brusselse,5
575,welzijn,5
576,hoger,5
577,13,5
578,budgettaire,5
579,vorige,5
580,behouden,5
581,houden,5
582,14,5
583,helpen,5
584,senioren,5
585,24,5
586,16,5
587,wetenschap,5
588,dus,5
589,gebracht,5
590,beheer,5
591,land,5
592,enerzijds,5
593,ontwikkelingen,5
594,22,5
595,systeem,5
596,strijd,5
597,32,5
598,bepaald,5
599,principes,5
600,43,5
601,omdat,5
602,uitgangspunten,5
603,decreet,5
604,betreft,5
605,huisvestingsmaatschappijen,5
606,woningen,5
607,bevorderen,5
608,taak,5
609,samenwerkingsverbanden,5
610,wegwerken,5
611,ambulante,5
612,semiambulante,5
613,residentiële,5
614,krachtlijnen,4
615,steun,4
616,profiel,4
617,verwerven,4
618,verworven,4
619,gebruiken,4
620,waarvan,4
621,anderen,4
622,belangrijkste,4
623,komende,4
624,voorop,4
625,oplossingen,4
626,kiest,4
627,ecologische,4
628,belgië,4
629,programmas,4
630,vrouwen,4
631,voorzien,4
632,slotte,4
633,communicatie,4
634,voorstellen,4
635,homogene,4
636,bevoegdheidspakketten,4
637,gemeenschappen,4
638,terreinen,4
639,brede,4
640,bijkomende,4
641,mede,4
642,perspectief,4
643,nuttig,4
644,positieve,4
645,vlaamsbrabant,4
646,integraal,4
647,verdringing,4
648,uitstek,4
649,taal,4
650,internationaal,4
651,stellen,4
652,deelstaat,4
653,samenleven,4
654,hiervoor,4
655,concurrentievermogen,4
656,vermindering,4
657,jaarlijks,4
658,produkt,4
659,inhaalbeweging,4
660,deeltijds,4
661,én,4
662,gaat,4
663,kennis,4
664,bevorderd,4
665,reguliere,4
666,betrekking,4
667,aangewezen,4
668,prioriteit,4
669,wooncode,4
670,achtergestelde,4
671,buurten,4
672,armoede,4
673,hierdoor,4
674,daardoor,4
675,leefmilieu,4
676,vertrekkend,4
677,langer,4
678,kwantitatieve,4
679,dwingende,4
680,beheersing,4
681,bevolkingsgroepen,4
682,voorwaarden,4
683,essentiële,4
684,keuze,4
685,hoogstaand,4
686,inrichtende,4
687,machten,4
688,vereenvoudiging,4
689,modernisering,4
690,autonome,4
691,migranten,4
692,zorgbehoevenden,4
693,efficiëntie,4
694,kwaliteitszorg,4
695,beleidsvoorbereidende,4
696,kunsten,4
697,patrimonium,4
698,beslissen,4
699,hervormd,4
700,intermediair,4
701,bestuursniveau,4
702,bevoorrechte,4
703,voogdij,4
704,optreden,4
705,gewoon,4
706,beleidsruimte,4
707,toekomst,4
708,7,4
709,inleiding,4
710,ingrijpende,4
711,internationalisering,4
712,creativiteit,4
713,georganiseerd,4
714,legislatuur,4
715,aanwezigheid,4
716,optimaal,4
717,ecologisch,4
718,handel,4
719,investeringen,4
720,gebaseerd,4
721,belangen,4
722,11,4
723,teneinde,4
724,vast,4
725,nagegaan,4
726,opgezet,4
727,12,4
728,strikt,4
729,hoofdstad,4
730,vergroten,4
731,gehanteerd,4
732,groei,4
733,slechts,4
734,indien,4
735,blijvend,4
736,effect,4
737,elk,4
738,invoering,4
739,vijf,4
740,regels,4
741,per,4
742,energie,4
743,draagkracht,4
744,jobs,4
745,gezonde,4
746,markt,4
747,doelstelling,4
748,vrij,4
749,behoefte,4
750,netwerken,4
751,wetenschaps,4
752,werkzoekenden,4
753,langdurige,4
754,gelegd,4
755,volwassenenonderwijs,4
756,activiteiten,4
757,geoptimaliseerd,4
758,18,4
759,aanbieden,4
760,wenst,4
761,integrale,4
762,risicokapitaal,4
763,realisatie,4
764,aangepaste,4
765,gimv,4
766,intercommunales,4
767,dynamisch,4
768,wensen,4
769,vrije,4
770,speciale,4
771,statuut,4
772,mits,4
773,waarop,4
774,responsabilisering,4
775,management,4
776,nadruk,4
777,einde,4
778,middel,4
779,klare,4
780,lijn,4
781,ocmws,4
782,beleidsniveau,4
783,gevonden,4
784,toegewezen,4
785,men,4
786,41,4
787,verantwoorde,4
788,42,4
789,bodembestemming,4
790,instrumentarium,4
791,bestemming,4
792,28,4
793,woonbeleid,4
794,ingevuld,4
795,eindtermen,4
796,recente,4
797,35,4
798,29,3
799,legt,3
800,rechtstreeks,3
801,verkozen,3
802,ik,3
803,overtuigd,3
804,hiermee,3
805,gezet,3
806,vertrouwen,3
807,constructieve,3
808,oppositie,3
809,beperkte,3
810,25,3
811,vinden,3
812,stelt,3
813,pijlers,3
814,bijvoorbeeld,3
815,mannen,3
816,terecht,3
817,daadwerkelijk,3
818,ministers,3
819,discriminatie,3
820,onverdraagzaamheid,3
821,dynamiek,3
822,gezinsbeleid,3
823,ijveren,3
824,versneld,3
825,structureel,3
826,inbegrip,3
827,functioneren,3
828,nagaan,3
829,zelfstandig,3
830,nastreven,3
831,behoren,3
832,nederlandse,3
833,geleverd,3
834,actieprogramma,3
835,daarnaast,3
836,hoofdstedelijke,3
837,investering,3
838,instanties,3
839,krachtiger,3
840,aanwezig,3
841,forum,3
842,ruimer,3
843,aanpakken,3
844,vroeger,3
845,hoog,3
846,terugdringen,3
847,fiscaliteit,3
848,bruto,3
849,betekenis,3
850,deeltijdse,3
851,laaggeschoolden,3
852,hoofdzakelijk,3
853,bijsturing,3
854,regios,3
855,meest,3
856,kleinere,3
857,samenhangende,3
858,best,3
859,aangeven,3
860,gewicht,3
861,getroffen,3
862,doel,3
863,herstel,3
864,leefkwaliteit,3
865,eindverantwoordelijkheid,3
866,verslag,3
867,aanzien,3
868,binnenlandse,3
869,gezond,3
870,zuiver,3
871,bodem,3
872,lucht,3
873,onverminderd,3
874,gevoerde,3
875,aanvaardbare,3
876,kosten,3
877,baten,3
878,belangengroepen,3
879,informeren,3
880,noodzaak,3
881,gedrag,3
882,mestactieplan,3
883,januari,3
884,gezinsveeteeltbedrijf,3
885,vier,3
886,erkend,3
887,duurzaam,3
888,strikte,3
889,gemeenschappelijk,3
890,bijhorende,3
891,„samen,3
892,samenspel,3
893,basisdecreet,3
894,gemeenschapsonderwijs,3
895,responsabiliseren,3
896,zelfredzaamheid,3
897,opgericht,3
898,onderdeel,3
899,ertoe,3
900,verscheiden,3
901,brug,3
902,slaan,3
903,kunst,3
904,jonge,3
905,onmiddellijk,3
906,doorzichtige,3
907,efficiënte,3
908,doeltreffende,3
909,administraties,3
910,bestuurd,3
911,gemeentebesturen,3
912,gesloten,3
913,jeugd,3
914,toezicht,3
915,tenzij,3
916,toestand,3
917,verscherpte,3
918,van”,3
919,afbakenen,3
920,vervullen,3
921,scheppen,3
922,handelen,3
923,geregeld,3
924,aanzet,3
925,gedragen,3
926,langetermijndenken,3
927,gemengde,3
928,hiervan,3
929,budgettair,3
930,invulling,3
931,opstellen,3
932,volwaardige,3
933,verdiepen,3
934,snelle,3
935,veranderingen,3
936,technologische,3
937,waarden,3
938,uitsluiting,3
939,project,3
940,2002,3
941,krachtige,3
942,kmo’s,3
943,ontplooien,3
944,invullen,3
945,cultureel,3
946,gebied,3
947,aantrekken,3
948,alsook,3
949,inzonderheid,3
950,complementaire,3
951,bevoegd,3
952,vlaanderen”,3
953,prioritaire,3
954,echter,3
955,wetenschapsbeleid,3
956,landbouw,3
957,tewerkstellingsprogrammas,3
958,beleidsmaatregelen,3
959,autonoom,3
960,relevante,3
961,openheid,3
962,plaatselijke,3
963,handhaven,3
964,gevoerd,3
965,voorkomen,3
966,toegepast,3
967,uitzondering,3
968,gewest,3
969,jongste,3
970,gemeenschapscommissie,3
971,volksgezondheid,3
972,toekomstgericht,3
973,„meesternorm”,3
974,ontstaan,3
975,heffingen,3
976,mag,3
977,minder,3
978,effectiviteit,3
979,eigenheid,3
980,subsidiariteit,3
981,gepaste,3
982,toegevoegde,3
983,bereikt,3
984,verenigingsleven,3
985,verhoging,3
986,voorbije,3
987,welvaart,3
988,kinderopvang,3
989,kwalitatieve,3
990,verlaging,3
991,buiten,3
992,traditionele,3
993,mekaar,3
994,wisselwerking,3
995,gebruikers,3
996,enz,3
997,technologiespreiding,3
998,produkten,3
999,instituut,3
1000,vlaming,3
1001,eisen,3
1002,gesteld,3
1003,werknemers,3
1004,weggelegd,3
1005,vereist,3
1006,onderlinge,3
1007,promotie,3
1008,dragen,3
1009,vastleggen,3
1010,ongeacht,3
1011,schaarse,3
1012,tegelijkertijd,3
1013,hand,3
1014,verankering,3
1015,telecommunicatie,3
1016,zou,3
1017,financieel,3
1018,snel,3
1019,gewesten,3
1020,uitgebreid,3
1021,bijstand,3
1022,beroep,3
1023,uitgaan,3
1024,reglementering,3
1025,co2,3
1026,structurele,3
1027,noodzakelijke,3
1028,20,3
1029,toerisme,3
1030,toeristische,3
1031,landschappen,3
1032,monumenten,3
1033,bijgestuurd,3
1034,unieke,3
1035,besluitvorming,3
1036,beleidsuitvoering,3
1037,wanneer,3
1038,openbaarheid,3
1039,interne,3
1040,groepen,3
1041,overheidsadministratie,3
1042,consequent,3
1043,uitgegaan,3
1044,onderscheiden,3
1045,provinciale,3
1046,uitdaging,3
1047,technisch,3
1048,toepassing,3
1049,beleidsovereenkomst,3
1050,fietspaden,3
1051,ouderenbeleid,3
1052,armoedebeleid,3
1053,personeelsbeleid,3
1054,verval,3
1055,wegen,3
1056,vormt,3
1057,ervaringen,3
1058,gewerkt,3
1059,gezondheid,3
1060,zichtbaar,3
1061,grondig,3
1062,betrokkenheid,3
1063,criteria,3
1064,gewijzigd,3
1065,beleidssectoren,3
1066,sectoriële,3
1067,geëigende,3
1068,procedures,3
1069,bescherming,3
1070,impulsbeleid,3
1071,onderling,3
1072,26,3
1073,vergunningen,3
1074,inbreiding,3
1075,afbouw,3
1076,coördinatie,3
1077,opnemen,3
1078,voortrekkersrol,3
1079,bovendien,3
1080,gebiedsgerichte,3
1081,stikstof,3
1082,name,3
1083,indeling,3
1084,natuurbehoud,3
1085,bosbouw,3
1086,ontwikkeld,3
1087,stads,3
1088,nmbs,3
1089,30,3
1090,44,3
1091,gecoördineerd,3
1092,private,3
1093,houdend,3
1094,aanbevelingen,3
1095,geleidelijk,3
1096,evolueren,3
1097,universitaire,3
1098,ondermeer,3
1099,ontwikkelingsdoelen,3
1100,pmscentra,3
1101,fundamenteel,3
1102,gezondheidsaanbod,3
1103,36,3
1104,thuiszorg,3
1105,serviceflats,3
1106,handicap,3
1107,overbodige,3
1108,luxe,3
1109,39,3
1110,commerciële,3
1111,repressie,3
1112,juni,2
1113,mijnheer,2
1114,voorzitter,2
1115,dames,2
1116,heren,2
1117,ervan,2
1118,uiterst,2
1119,opmaak,2
1120,fracties,2
1121,beschikken,2
1122,tal,2
1123,inderdaad,2
1124,heen,2
1125,zouden,2
1126,mogen,2
1127,regeerperiode,2
1128,uitdrukkelijk,2
1129,ecologie,2
1130,vrijwilligers,2
1131,gezien,2
1132,voorbeeld,2
1133,geïsoleerde,2
1134,belangrijker,2
1135,resultaat,2
1136,beleidsprojecten,2
1137,toezien,2
1138,uitvoeren,2
1139,ontplooiingskansen,2
1140,passende,2
1141,overlegstructuren,2
1142,zien,2
1143,weggewerkt,2
1144,racisme,2
1145,weten,2
1146,benadering,2
1147,ander,2
1148,verdiept,2
1149,afgerond,2
1150,onverantwoorde,2
1151,transferten,2
1152,sporen,2
1153,omkeerbare,2
1154,spoorwegen,2
1155,verkeersreglementering,2
1156,ruimere,2
1157,werkgelegenheidsbeleid,2
1158,bekommernis,2
1159,samenspraak,2
1160,verruimde,2
1161,fiscale,2
1162,ingebracht,2
1163,gesprek,2
1164,terzake,2
1165,vasthouden,2
1166,beginsel,2
1167,territorialiteit,2
1168,acht,2
1169,samenwerkingsakkoorden,2
1170,taalstatuut,2
1171,anderstalige,2
1172,minderheid,2
1173,taalgebied,2
1174,autochtone,2
1175,afgewerkt,2
1176,uitstraling,2
1177,ankerpunt,2
1178,bekend,2
1179,blijvende,2
1180,strategie,2
1181,gemeenschapsmateries,2
1182,vlaamsbrusselse,2
1183,herkenbare,2
1184,vrijheden,2
1185,vooropzetten,2
1186,vooraan,2
1187,was,2
1188,belgische,2
1189,bewezen,2
1190,ondanks,2
1191,sterkte,2
1192,hoofddoel,2
1193,middellange,2
1194,halveren,2
1195,ondernemingsklimaat,2
1196,verdienen,2
1197,gesprekspartners,2
1198,nadien,2
1199,hierover,2
1200,aangaan,2
1201,weerbaarheid,2
1202,tewerkstellingsbeleid,2
1203,categorie,2
1204,langdurig,2
1205,akkoord,2
1206,beschermde,2
1207,activiteitsdomeinen,2
1208,beschutte,2
1209,werkplaatsen,2
1210,omschrijft,2
1211,veilig,2
1212,ingrepen,2
1213,buurt,2
1214,armsten,2
1215,huisvestingsprojecten,2
1216,omvangrijk,2
1217,inbreidings,2
1218,renovatieprogramma,2
1219,kordate,2
1220,gemeentefonds,2
1221,bundelen,2
1222,draagt,2
1223,hierin,2
1224,inpassen,2
1225,aangelegenheden,2
1226,stoelen,2
1227,doelmatig,2
1228,prioriteitenkeuze,2
1229,coherent,2
1230,tijdskader,2
1231,geplaatst,2
1232,context,2
1233,doelgroepenbeleid,2
1234,bovenhand,2
1235,vervuiler,2
1236,geïnteresseerde,2
1237,milieubewust,2
1238,stappen,2
1239,uitgetekend,2
1240,basiscomponenten,2
1241,werkgelegenheidszones,2
1242,buitengebied,2
1243,evenwaardige,2
1244,verzekerd,2
1245,mobiliteitsplan,2
1246,bereikbaarheid,2
1247,centra,2
1248,basismobiliteit,2
1249,vrijwaren,2
1250,langzaam,2
1251,verkeer,2
1252,voetgangers,2
1253,fietsers,2
1254,gecombineerd,2
1255,goederenvervoer,2
1256,vrijheid,2
1257,vertaalt,2
1258,vergelijkbare,2
1259,eenieder,2
1260,uitnodigen,2
1261,oorspronkelijke,2
1262,ontplooiing,2
1263,persoon,2
1264,opteren,2
1265,vertrekkende,2
1266,groot,2
1267,gezondheidsvoorzieningen,2
1268,daklozen,2
1269,daarin,2
1270,element,2
1271,welzijnsraad,2
1272,welzijnsaspecten,2
1273,klantgerichtheid,2
1274,tegelijk,2
1275,stimulansen,2
1276,cultuuruitingen,2
1277,oprichten,2
1278,hedendaagse,2
1279,cultuurbeleving,2
1280,formuleren,2
1281,sociaalcultureel,2
1282,gevoed,2
1283,podiumdecreet,2
1284,stimulansenbeleid,2
1285,scheppende,2
1286,leenvergoeding,2
1287,auteurs,2
1288,letteren,2
1289,archief,2
1290,documentatiecentrum,2
1291,depot,2
1292,museumdecreet,2
1293,taakomschrijving,2
1294,profileert,2
1295,kwaliteitszender,2
1296,den,2
1297,eerstelijnsoverheden,2
1298,provinciebesturen,2
1299,milieubeheer,2
1300,beleidsschema,2
1301,afsluiten,2
1302,versoepeld,2
1303,met”,2
1304,scherper,2
1305,slagkracht,2
1306,geschrapt,2
1307,nietkerntaken,2
1308,„beter,2
1309,doen”,2
1310,vooruitzien,2
1311,langere,2
1312,denken,2
1313,werkgroep,2
1314,hoort,2
1315,thuis,2
1316,welk,2
1317,overgedragen,2
1318,meerderheidsfracties,2
1319,helemaal,2
1320,uitstekende,2
1321,samenwerkingsmodel,2
1322,uitwerking,2
1323,regeerprogramma,2
1324,bakens,2
1325,eeuw,2
1326,perspectieven,2
1327,8,2
1328,tekst,2
1329,goedgekeurd,2
1330,rechtstreekse,2
1331,zes,2
1332,ligt,2
1333,start,2
1334,regio’s,2
1335,definitief,2
1336,beschouwen,2
1337,ondernemingszin,2
1338,omzetten,2
1339,1993,2
1340,juridisch,2
1341,contacten,2
1342,historische,2
1343,culturen,2
1344,herstellen,2
1345,nederlands,2
1346,democratieën,2
1347,potentieel,2
1348,conferentie,2
1349,verdieping,2
1350,buurlanden,2
1351,zuidafrika,2
1352,termijnvisie,2
1353,debat,2
1354,organiseren,2
1355,vdbh,2
1356,„investeren,2
1357,ingepast,2
1358,ritme,2
1359,sintmichielsakkoord,2
1360,vierde,2
1361,beschikt,2
1362,basiswetgeving,2
1363,sociaaleconomisch,2
1364,persoonsgebonden,2
1365,mogelijkheid,2
1366,verruiming,2
1367,zogenaamde,2
1368,nut,2
1369,geenszins,2
1370,gevolg,2
1371,randgebied,2
1372,onverkort,2
1373,getrokken,2
1374,toenemende,2
1375,buitenlanders,2
1376,versterkte,2
1377,provincie,2
1378,gecoördineerde,2
1379,kwaliteitsonderwijs,2
1380,nederlandstaligen,2
1381,groter,2
1382,taalwetgeving,2
1383,regel,2
1384,geïnterpreteerd,2
1385,verankerd,2
1386,vertegenwoordiging,2
1387,gemeenschappelijke,2
1388,besluiten,2
1389,dringend,2
1390,nederlandstalig,2
1391,vooropstaan,2
1392,orthodoxie,2
1393,bestedingsmogelijkheden,2
1394,erover,2
1395,waken,2
1396,inspanning,2
1397,inschrijven,2
1398,primaire,2
1399,tov,2
1400,kostprijsniveau,2
1401,geleverde,2
1402,tarief,2
1403,ingevoerd,2
1404,doelmatigheidsanalyses,2
1405,doorgelicht,2
1406,financieringssystemen,2
1407,ingebouwd,2
1408,mechanismen,2
1409,71,2
1410,behoud,2
1411,brengt,2
1412,persoonlijke,2
1413,72,2
1414,definitie,2
1415,hefbomen,2
1416,binnenlands,2
1417,vereenvoudigde,2
1418,afbakening,2
1419,communicatiebeleid,2
1420,waarmaken,2
1421,nooit,2
1422,73,2
1423,altijd,2
1424,beoogde,2
1425,74,2
1426,mest,2
1427,afval,2
1428,stilte,2
1429,cruciale,2
1430,verdeling,2
1431,75,2
1432,weerbaar,2
1433,rijkdom,2
1434,trekken,2
1435,ondernemingen,2
1436,beste,2
1437,kerntaken,2
1438,kwantitatief,2
1439,vaak,2
1440,terwijl,2
1441,ideeën,2
1442,technologisch,2
1443,werd,2
1444,industrieel,2
1445,situatie,2
1446,onderzoekers,2
1447,categorieën,2
1448,commercialisering,2
1449,iwt,2
1450,coördinerende,2
1451,stichting,2
1452,stimulerende,2
1453,beperkt,2
1454,strengere,2
1455,wisselende,2
1456,juiste,2
1457,planmatige,2
1458,basiseducatie,2
1459,minimale,2
1460,beroepsopleiding,2
1461,verhogen,2
1462,zelfstandigen,2
1463,formules,2
1464,vanwege,2
1465,nauwe,2
1466,vdab,2
1467,kwaliteitseisen,2
1468,kanalen,2
1469,promoten,2
1470,effectieve,2
