,words,count
169,bevoegdheden,14
170,onze,14
171,beter,14
172,concrete,14
173,vrouwen,14
174,kwaliteit,14
175,aangepaste,14
176,gemeenten,14
177,voorzien,14
178,tewerkstelling,14
179,regionale,14
180,aangepast,14
181,wetenschapsbeleid,14
182,gemeenschappen,14
183,wetenschappelijk,14
184,na,13
185,brengen,13
186,problemen,13
187,verdere,13
188,opdracht,13
189,verbeteren,13
190,elke,13
191,inspanningen,13
192,bevorderen,13
193,coördinatie,13
194,ruimtelijke,13
195,ordening,13
196,blijft,13
197,geëvalueerd,13
198,rekening,13
199,evaluatie,13
200,jongeren,13
201,ondersteuning,13
202,investeringen,13
203,samenleving,12
204,nog,12
205,leefmilieu,12
206,stellen,12
207,gerealiseerd,12
208,doen,12
209,grotere,12
210,aanpak,12
211,bestuur,12
212,ze,12
213,acties,12
214,versterkt,12
215,huisvesting,12
216,tijdens,12
217,gericht,12
218,gevoerd,12
219,daartoe,12
220,cultuurbeleid,12
221,cultuur,12
222,actief,12
223,commissie,12
224,zo,12
225,infrastructuur,12
226,ondersteunen,12
227,aanzien,12
228,gesteld,12
229,begroting,12
230,waar,11
231,werken,11
232,krachtlijnen,11
233,autonomie,11
234,staat,11
235,verantwoordelijkheid,11
236,dan,11
237,nieuw,11
238,economisch,11
239,geen,11
240,blijven,11
241,ambtenaren,11
242,strijd,11
243,dienstverlening,11
244,uitgebouwd,11
245,opgezet,11
246,opleiding,11
247,gecoördineerd,11
248,georganiseerd,11
249,hiertoe,11
250,goed,11
251,regeling,11
252,verhogen,11
253,voldoende,11
254,economie,11
255,administratieve,11
256,stand,11
257,diensten,11
258,actieve,11
259,gebruik,11
260,budgettaire,11
261,leerkrachten,11
262,opgesteld,10
263,al,10
264,kansarmoede,10
265,nodig,10
266,bevoegdheid,10
267,vertegenwoordiging,10
268,gemaakt,10
269,versterking,10
270,algemene,10
271,ondersteund,10
272,mogelijkheden,10
273,zelfstandig,10
274,prioritair,10
275,middel,10
276,uitgevoerd,10
277,toepassing,10
278,openbaar,10
279,financieel,10
280,vervullen,10
281,toekomst,10
282,bovendien,10
283,31,10
284,4,10
285,verbetering,10
286,uitgangspunten,10
287,doelstellingen,10
288,naast,10
289,functie,10
290,scholen,10
291,jaren,9
292,ons,9
293,hervormingen,9
294,noodzakelijk,9
295,maar,9
296,steden,9
297,aantal,9
298,evenwicht,9
299,gebeuren,9
300,europees,9
301,akkoord,9
302,één,9
303,nu,9
304,structurele,9
305,vorming,9
306,goede,9
307,gezondheidsbeleid,9
308,optimaal,9
309,centraal,9
310,advies,9
311,kansarmen,9
312,kansarme,9
313,per,9
314,decretaal,9
315,respect,9
316,europa,9
317,globale,9
318,vervoer,9
319,gemeenschapsminister,9
320,besturen,9
321,werklozen,9
322,duidelijk,9
323,financiering,9
324,streven,9
325,kmo’s,9
326,inspanning,9
327,opgenomen,9
328,brusselse,9
329,opgericht,9
330,financiën,9
331,algemeen,9
332,5,9
333,bepaalde,9
334,buitenlandse,9
335,organisatie,9
336,begeleiding,9
337,bedrijven,9
338,instituut,9
339,institutionele,8
340,democratische,8
341,komt,8
342,bepaald,8
343,beslissingen,8
344,werk,8
345,volle,8
346,reeds,8
347,realiseren,8
348,cultureel,8
349,regeerakkoord,8
350,leveren,8
351,relatie,8
352,systematisch,8
353,betrekken,8
354,beleidsdomeinen,8
355,bejaarden,8
356,volgende,8
357,belangrijk,8
358,onderdeel,8
359,kinderen,8
360,woningen,8
361,laten,8
362,karakter,8
363,principe,8
364,decretale,8
365,maximale,8
366,vrijwaring,8
367,promotie,8
368,nederlandse,8
369,energiebeleid,8
370,bevordering,8
371,verband,8
372,buitenland,8
373,hoofdstad,8
374,beheer,8
375,uitdagingen,8
376,23,8
377,functionele,8
378,aangemoedigd,8
379,centra,8
380,betreft,8
381,secundair,8
382,december,8
383,beschikking,8
384,eg,8
385,open,7
386,project,7
387,we,7
388,drie,7
389,willen,7
390,realisatie,7
391,buiten,7
392,hervorming,7
393,vorm,7
394,alles,7
395,vormen,7
396,volledig,7
397,regionalisering,7
398,structuren,7
399,efficiënt,7
400,daarom,7
401,efficiëntie,7
402,media,7
403,besteden,7
404,welzijnsbeleid,7
405,staan,7
406,wonen,7
407,beroep,7
408,georiënteerd,7
409,miljard,7
410,waarde,7
411,voorstellen,7
412,herziening,7
413,gewestplannen,7
414,belangen,7
415,geëigende,7
416,inzonderheid,7
417,werkloosheid,7
418,voorkomen,7
419,langdurig,7
420,arbeidsmarkt,7
421,zin,7
422,voorbereiding,7
423,technisch,7
424,gestructureerd,7
425,opnieuw,7
426,reglementering,7
427,doorgevoerd,7
428,toegankelijkheid,7
429,bevestigt,7
430,8,7
431,vlaamsbrabant,7
432,dynamische,7
433,evolutie,7
434,houden,7
435,omwille,7
436,centrale,7
437,mobiliteit,7
438,energie,7
439,6,7
440,specifiek,7
441,openbare,7
442,mede,7
443,1993,7
444,activiteiten,7
445,gestimuleerd,7
446,projecten,7
447,ondernemen,7
448,30,6
449,land,6
450,spelen,6
451,werd,6
452,én,6
453,af,6
454,rechtstreeks,6
455,langdurige,6
456,zorg,6
457,recht,6
458,criteria,6
459,waarvoor,6
460,bevoegd,6
461,ontwikkeld,6
462,sterk,6
463,ecologisch,6
464,prioriteit,6
465,optreden,6
466,huidige,6
467,inhoud,6
468,vaste,6
469,democratie,6
470,gelijke,6
471,verbeterd,6
472,ontwikkelen,6
473,participatie,6
474,werknemers,6
475,kansen,6
476,situatie,6
477,urgentieprogramma,6
478,lasten,6
479,aanwezigheid,6
480,doelgroepen,6
481,preventief,6
482,frank,6
483,onderzocht,6
484,bescherming,6
485,planning,6
486,gewest,6
487,einde,6
488,rationeel,6
489,structuurplan,6
490,statuut,6
491,sport,6
492,ruimte,6
493,globaal,6
494,band,6
495,aspecten,6
496,problematiek,6
497,normale,6
498,keuze,6
499,pedagogische,6
500,hoger,6
501,gehandicapten,6
502,concreet,6
503,jaarlijks,6
504,bedrijfsleven,6
505,overlegcomité,6
506,gebaseerd,6
507,behoud,6
508,gebieden,6
509,zonder,6
510,programmatie,6
511,budgettair,6
512,begrotingen,6
513,regionaal,6
514,gimv,6
515,zeer,6
516,hoge,6
517,32,6
518,tewerkstellingsbeleid,6
519,duurzame,6
520,kwalitatieve,6
521,gedecentraliseerde,6
522,beroeps,6
523,7,6
524,interne,6
525,openbaarheid,6
526,betreffende,6
527,niveau,6
528,gegeven,6
529,verantwoorde,6
530,gezien,6
531,houdend,6
532,landen,6
533,gelet,6
534,allen,5
535,ik,5
536,ontwikkelingen,5
537,enerzijds,5
538,16,5
539,antwoord,5
540,energiegebruik,5
541,welke,5
542,coherent,5
543,objectieve,5
544,dialoog,5
545,neemt,5
546,resultaten,5
547,nationaal,5
548,zetten,5
549,ruim,5
550,jaar,5
551,domeinen,5
552,vele,5
553,overheden,5
554,maakt,5
555,hier,5
556,burgers,5
557,gezinnen,5
558,verantwoordelijke,5
559,hiervoor,5
560,kloof,5
561,leggen,5
562,aanbod,5
563,duidelijke,5
564,eenzelfde,5
565,organisaties,5
566,bijdragen,5
567,komende,5
568,beleidsbrieven,5
569,mannen,5
570,verhoging,5
571,welzijn,5
572,jeugdzorg,5
573,migrantenbeleid,5
574,rust,5
575,gebruikers,5
576,geboden,5
577,beleidsniveaus,5
578,goedgekeurde,5
579,zogenaamde,5
580,uitvoeren,5
581,verhoogd,5
582,samen,5
583,nadruk,5
584,stimuleren,5
585,risicogroepen,5
586,huisvestingsbeleid,5
587,samenhang,5
588,bestrijding,5
589,mensen,5
590,maximaal,5
591,bijkomende,5
592,nagestreefd,5
593,dringend,5
594,langetermijnvisie,5
595,havens,5
596,behouden,5
597,nederland,5
598,samenwerkingsakkoorden,5
599,akkoorden,5
600,behoeften,5
601,samenwerkingsakkoord,5
602,aanmoedigen,5
603,vereenvoudigd,5
604,werkzoekenden,5
605,betrokkenen,5
606,vrije,5
607,tijdig,5
608,kmobeleid,5
609,noden,5
610,e,5
611,eigenheid,5
612,belgië,5
613,meerjarenprogrammatie,5
614,regeerprogramma,5
615,formuleren,5
616,geval,5
617,gestreefd,5
618,gemeenschapscommissie,5
619,volwaardige,5
620,richten,5
621,provincie,5
622,herzien,5
623,beleidsvoering,5
624,sociaaleconomische,5
625,onderwijsbeleid,5
626,22,5
627,24,5
628,15,5
629,maatschappelijk,5
630,snel,5
631,bevolking,5
632,afgesloten,5
633,gepaard,5
634,9,5
635,bereiken,5
636,prioritaire,5
637,wetenschappelijke,5
638,omtrent,5
639,bereikt,5
640,teneinde,5
641,verzekeren,5
642,artikel,5
643,bijdrage,5
644,houdt,5
645,herwaardering,5
646,daarnaast,5
647,dringt,5
648,optimale,5
649,bevoegde,5
650,samenwerkingsverbanden,5
651,moeilijk,5
652,tewerkstellingsprogramma’s,5
653,legislatuur,5
654,sectoren,5
655,toerisme,5
656,n,5
657,universiteiten,5
658,vanwege,5
659,export,5
660,buitenlands,5
661,januari,4
662,regeringsverklaring,4
663,gebeurt,4
664,wereld,4
665,bieden,4
666,fundamentele,4
667,vragen,4
668,beschikken,4
669,erop,4
670,periode,4
671,werkgelegenheid,4
672,groei,4
673,alleen,4
674,wet,4
675,belangrijkste,4
676,immers,4
677,tweede,4
678,oplossing,4
679,daar,4
680,verkrotting,4
681,inzet,4
682,mogen,4
683,wij,4
684,taak,4
685,gaat,4
686,informatie,4
687,permanente,4
688,sociaaleconomisch,4
689,aldus,4
690,mag,4
691,ontstaan,4
692,bestaan,4
693,hand,4
694,maanden,4
695,hen,4
696,ontplooiing,4
697,doelstelling,4
698,zoveel,4
699,geherwaardeerd,4
700,verbonden,4
701,voorop,4
702,veiligheid,4
703,behoorlijk,4
704,aandachtspunten,4
705,onderzoeken,4
706,wijkcentra,4
707,personen,4
708,positieve,4
709,primaire,4
710,secundaire,4
711,aansluiting,4
712,restrictief,4
713,geïntegreerde,4
714,milieubeleid,4
715,duidelijkheid,4
716,aanleg,4
717,ke,4
718,integraal,4
719,vrijwaren,4
720,voorwaarden,4
721,regeerperiode,4
722,individuele,4
723,collectieve,4
724,jeugdwerk,4
725,jeugdbeleid,4
726,volksontwikkeling,4
727,jeugd,4
728,wegwerken,4
729,verminderen,4
730,gemeenschappelijk,4
731,instrument,4
732,bedrijfsbeleid,4
733,sterke,4
734,inzetten,4
735,noodzakelijke,4
736,eén,4
737,vdab,4
738,doorstroming,4
739,beantwoorden,4
740,veronderstelt,4
741,iedereen,4
742,minder,4
743,vastgelegd,4
744,eveneens,4
745,volwassenen,4
746,volwassenenonderwijs,4
747,responsabilisering,4
748,reorganisatie,4
749,leerkrachtenopleiding,4
750,overlegorganen,4
751,sectoriële,4
752,benadering,4
753,ontwerp,4
754,vereenvoudiging,4
755,gevrijwaard,4
756,aantrekken,4
757,fioc,4
758,actieplan,4
759,gecoördineerde,4
760,profileren,4
761,omvat,4
762,verantwoord,4
763,schuld,4
764,perken,4
765,middellange,4
766,engagementen,4
767,beleidsnota,4
768,passen,4
769,solidariteit,4
770,aangelegenheden,4
771,creatie,4
772,ontwerpbegroting,4
773,minister,4
774,treden,4
775,goedgekeurd,4
776,21,4
777,25,4
778,26,4
779,33,4
780,externe,4
781,bouwen,4
782,welzijns,4
783,verkeersveiligheid,4
784,leefbaarheid,4
785,mits,4
786,aanpassing,4
787,creëren,4
788,rechtstreekse,4
789,principes,4
790,handel,4
791,zodat,4
792,herstel,4
793,onderlinge,4
794,bestuursniveaus,4
795,dossier,4
796,reglementeringen,4
797,opgestart,4
798,stappen,4
799,reële,4
800,terzake,4
801,beleidsvoorbereiding,4
802,vereist,4
803,invoering,4
804,afhankelijk,4
805,tav,4
806,toezicht,4
807,directe,4
808,deel,4
809,uitoefenen,4
810,voorkomingsbeleid,4
811,bod,4
812,geoperationaliseerd,4
813,ondernomen,4
814,kansarmengemeenten,4
815,kansarmoedebeleid,4
816,basiseducatie,4
817,geheel,4
818,bepalen,4
819,inbegrip,4
820,nagegaan,4
821,inbreng,4
822,gronden,4
823,regio’s,4
824,12,4
825,geleverd,4
826,departementen,4
827,raam,4
828,mogelijkheid,4
829,decreten,4
830,context,4
831,mbt,4
832,instanties,4
833,kaderen,4
834,belgisch,4
835,schaalvergroting,4
836,afsluiten,4
837,opleidingen,4
838,voorzitterschap,4
839,ondernemingen,4
840,taal,4
841,vandaag,3
842,politieke,3
843,tegelijk,3
844,werden,3
845,anderzijds,3
846,nota,3
847,zake,3
848,twee,3
849,groeiende,3
850,jeugdwerkloosheid,3
851,tienpuntenprogramma,3
852,structureel,3
853,welk,3
854,industriële,3
855,steunen,3
856,daarvoor,3
857,verruimde,3
858,partijen,3
859,parlement,3
860,zoniet,3
861,vernieuwd,3
862,wettelijke,3
863,dynamiek,3
864,versterken,3
865,doel,3
866,dus,3
867,efficiënte,3
868,openheid,3
869,waarop,3
870,pakken,3
871,uitdaging,3
872,toch,3
873,noch,3
874,definitief,3
875,elkaar,3
876,bereidheid,3
877,pi,3
878,direct,3
879,ambitie,3
880,democratisch,3
881,hoe,3
882,slechts,3
883,gemeenschapsministers,3
884,intens,3
885,behandeling,3
886,gezinsbeleid,3
887,seniorenbeleid,3
888,pijlers,3
889,thuiszorg,3
890,particulier,3
891,overheidsinitiatief,3
892,samenwerken,3
893,werkgevers,3
894,welzijnssector,3
895,kracht,3
896,onlosmakelijk,3
897,uitgebreid,3
898,inkomen,3
899,voort,3
900,gezins,3
901,rustoorden,3
902,ertoe,3
903,herstructurering,3
904,welzijnsvoorzieningen,3
905,gezin,3
906,buurten,3
907,handicap,3
908,blijvende,3
909,spreiding,3
910,operationeel,3
911,beleidsprioriteiten,3
912,gezondheidsrisico’s,3
913,druggebruik,3
914,groep,3
915,rest,3
916,impuls,3
917,versneld,3
918,behoeve,3
919,huurwoningen,3
920,natuur,3
921,essentiële,3
922,kaderdecreet,3
923,voorleggen,3
924,scheppen,3
925,vlarem,3
926,bijgestuurd,3
927,waterverbruik,3
928,publiek,3
929,oogpunt,3
930,heffing,3
931,evalueren,3
932,groene,3
933,gedeeltelijke,3
934,bijscholing,3
935,landinrichting,3
936,landschapszorg,3
937,kunstenaar,3
938,plaatselijk,3
939,interdepartementale,3
940,regelgeving,3
941,omroepen,3
942,mobiliteitsbeleid,3
943,liggen,3
944,infrastructuurwerken,3
945,doorgedreven,3
946,omgeving,3
947,beheersvorm,3
948,leven,3
949,autoriteiten,3
950,voorbereiden,3
951,besprekingen,3
952,vaardigheden,3
953,belast,3
954,adviesorganen,3
955,sterker,3
956,bereid,3
957,kredieten,3
958,fundamenteel,3
959,nietgeoriënteerd,3
960,voorwaarde,3
961,waarborgen,3
962,fungeren,3
963,voorrangsbeleid,3
964,zittenblijven,3
965,begeleiden,3
966,gecreëerd,3
967,experimenten,3
968,verminderd,3
969,aanbieden,3
970,werkzoekende,3
971,beroepsonderwijs,3
972,geprogrammeerd,3
973,relevantie,3
974,overheidsmiddelen,3
975,gebracht,3
976,internationaal,3
977,zinvolle,3
978,toegevoegde,3
979,minimale,3
980,energievoorziening,3
981,intersectoriële,3
982,expansie,3
983,strategische,3
984,vdbh,3
985,geconcretiseerd,3
986,doelgerichte,3
987,materies,3
988,elkaars,3
989,correcte,3
990,totale,3
991,plan,3
992,verderzetten,3
993,aangegane,3
994,belgische,3
995,aanvang,3
996,opbrengst,3
997,enof,3
998,alternatieve,3
999,generaties,3
1000,persoonsgebonden,3
1001,impliceert,3
1002,inkomsten,3
1003,uitgaven,3
1004,diegenen,3
1005,voortzetten,3
1006,wenst,3
1007,krachtig,3
1008,bestaat,3
1009,veel,3
1010,mate,3
1011,gestructureerde,3
1012,politiek,3
1013,gesloten,3
1014,volledige,3
1015,13,3
1016,28,3
1017,34,3
1018,betrekkingen,3
1019,37,3
1020,doelgroepenbeleid,3
1021,ekonomisch,3
1022,selectief,3
1023,exportbeleid,3
1024,uitbouwen,3
1025,bureaucratisering,3
1026,armoede,3
1027,verkeer,3
1028,dragen,3
1029,beleidsopties,3
1030,uitgaan,3
1031,uitwerking,3
1032,weg,3
1033,samenspraak,3
1034,ambtenaar,3
1035,mogelijke,3
1036,procedures,3
1037,nut,3
1038,delegatie,3
1039,vergunningen,3
1040,leiden,3
1041,uitbetaald,3
1042,ministerie,3
1043,aangewend,3
1044,goedkeuring,3
1045,getroffen,3
1046,passieve,3
1047,toegepast,3
1048,regelmatig,3
1049,modernisering,3
1050,t,3
1051,besluit,3
1052,vereisten,3
1053,werving,3
1054,kwalitatief,3
1055,gekoppeld,3
1056,valorisatie,3
1057,opleidings,3
1058,loop,3
1059,studiecommissie,3
1060,werkzaamheden,3
1061,procedure,3
1062,daardoor,3
1063,aangewezen,3
1064,passende,3
1065,aangedrongen,3
1066,onverkort,3
1067,klemtoon,3
1068,gehele,3
1069,serv,3
1070,samenstelling,3
1071,permanent,3
1072,ouders,3
1073,stijgende,3
1074,gewijzigd,3
1075,kwaliteitsvolle,3
1076,erkende,3
1077,alsook,3
1078,systeem,3
1079,speciale,3
1080,afgestemd,3
1081,krijgt,3
1082,terrein,3
1083,gezet,3
1084,gelegd,3
1085,gezondheidszorg,3
1086,kwaliteitsverbetering,3
1087,navorming,3
1088,psychiatrische,3
1089,opgemaakt,3
1090,los,3
1091,invulling,3
1092,mei,3
1093,aangeduid,3
1094,deeltijds,3
1095,rationalisatie,3
1096,kleinschalige,3
1097,uitwisseling,3
1098,bekeken,3
1099,waarin,3
1100,huisvestingsmaatschappij,3
1101,men,3
1102,elk,3
1103,infrastructureel,3
1104,architectuur,3
1105,oprichting,3
1106,bedrag,3
1107,bepalingen,3
1108,controle,3
1109,hierop,3
1110,domein,3
1111,voorgelegd,3
1112,gevraagd,3
1113,nauw,3
1114,sluiten,3
1115,beschikbare,3
1116,impulsprogramma,3
1117,onverminderd,3
1118,verkoop,3
1119,milieuconvenant,3
1120,schelde,3
1121,beslissing,3
1122,vervangen,3
1123,handhaving,3
1124,efficientie,3
1125,gemeentelijke,3
1126,functies,3
1127,gehouden,3
1128,binnenvaart,3
1129,streekvervoer,3
1130,nmbs,3
1131,historische,3
1132,rond,3
1133,getoetst,3
1134,actualisering,3
1135,onderbouwd,3
1136,herbekeken,3
1137,verplichting,3
1138,bibliotheken,3
1139,identiteit,3
1140,oude,3
1141,mediabeleid,3
1142,strategie,3
1143,comité,3
1144,volgens,3
1145,steun,3
1146,expansiewetgeving,3
1147,effecten,3
1148,weerslag,3
1149,m,3
1150,bevorderd,3
1151,opstelling,3
1152,lange,3
1153,opleidingsmogelijkheden,3
1154,efficiëntere,3
1155,aanwending,3
1156,leerlingen,3
1157,laaggeschoolden,3
1158,studenten,3
1159,ruimere,3
1160,zouden,3
1161,technologisch,3
1162,deelname,3
1163,indienen,3
1164,spoedig,3
1165,programma’s,3
1166,limburg,3
1167,overdracht,3
1168,nederlands,3
1169,taalunie,3
1170,bedraagt,3
1171,executieve,2
1172,visie,2
1173,u,2
1174,ogenblik,2
1175,ambitieus,2
1176,voltooien,2
1177,uitoefening,2
1178,elementen,2
1179,nagenoeg,2
1180,steunt,2
1181,inflatie,2
1182,snelle,2
1183,achterstelling,2
1184,verwachtingen,2
1185,1994,2
1186,begonnen,2
1187,kenmerken,2
1188,onduidelijk,2
1189,verantwoordelijk,2
1190,homogene,2
1191,fiscale,2
1192,grenzen,2
1193,federale,2
1194,geldstromen,2
1195,territorium,2
1196,organen,2
1197,monetaire,2
1198,gang,2
1199,uitdrukkelijk,2
1200,samengesteld,2
1201,uitgangspunt,2
1202,verworven,2
1203,stap,2
1204,vernieuwend,2
1205,was,2
1206,bewust,2
1207,verwacht,2
1208,hij,2
1209,akties,2
1210,terecht,2
1211,verplicht,2
1212,lossen,2
1213,afstemmen,2
1214,verzuchtingen,2
1215,grootste,2
1216,innovatie,2
1217,resoluut,2
1218,tijd,2
1219,gezagsdragers,2
1220,mobiliseren,2
1221,integendeel,2
1222,weer,2
1223,bruggen,2
1224,geslagen,2
1225,gebouwd,2
1226,daden,2
1227,beleidsbeslissingen,2
1228,overbruggen,2
1229,leidraad,2
1230,doorslaggevende,2
1231,doorzichtigheid,2
1232,degelijke,2
1233,hem,2
1234,dames,2
1235,heren,2
1236,staatshervorming,2
1237,dichten,2
1238,autonome,2
1239,benadrukken,2
1240,hiervan,2
1241,bevat,2
1242,samenhangend,2
1243,deskundigheid,2
1244,stadia,2
1245,gehandicaptenzorg,2
1246,zelfredzaamheid,2
1247,cliënt,2
1248,rechtspositie,2
1249,vrijwilligers,2
1250,maatregel,2
1251,gevolgen,2
1252,nagaan,2
1253,buitenschoolse,2
1254,opvang,2
1255,reglementair,2
1256,behoren,2
1257,zorgbehoevende,2
1258,bejaardenhulp,2
1259,beleidsplan,2
1260,bouw,2
1261,serviceflats,2
1262,senioren,2
1263,erkenningscommissie,2
1264,thans,2
1265,weerwerkteams,2
1266,jeugdwelzijnswerk,2
1267,pre,2
1268,postnatale,2
1269,kind,2
1270,oplossingen,2
1271,pensioenproblematiek,2
1272,bestaansminimum,2
1273,gehandicaptenbeleid,2
1274,berust,2
1275,beschutte,2
1276,werkplaatsen,2
1277,voltooid,2
1278,legaal,2
1279,verblijvende,2
1280,nazorg,2
1281,oa,2
1282,alcoholmisbruik,2
1283,dreigen,2
1284,beheersing,2
1285,immigratiestromen,2
1286,toelatingsbeleid,2
1287,betekenisvolle,2
1288,ontwikkelingshulp,2
1289,ingeschakeld,2
1290,privé,2
1291,huisvestingsmaatschappijen,2
1292,leegstand,2
1293,verscherpt,2
1294,garanderen,2
1295,curatieve,2
1296,milieuhygiëne,2
1297,voortrekkersrol,2
1298,taken,2
1299,provincies,2
1300,ii,2
1301,sensibilisering,2
1302,actieplannen,2
1303,geluid,2
1304,bodem,2
1305,luchtkwaliteit,2
1306,vervat,2
1307,afvalstoffenplan,2
1308,19911995,2
1309,renderen,2
1310,tijdelijke,2
1311,aanmoediging,2
1312,gemeentelij,2
1313,rioleringen,2
1314,deelstroombekken,2
1315,resultaatgericht,2
1316,waterbeheer,2
1317,verankering,2
1318,watervoorziening,2
1319,milieuheffingen,2
1320,vervuiler,2
1321,betaalt”,2
1322,particulieren,2
1323,hoofdstructuur,2
1324,natuurbehoud,2
1325,logistiek,2
1326,lopende,2
1327,stedebouw,2
1328,moratorium,2
1329,opgelegd,2
1330,bpa’s,2
1331,vernieuwing,2
1332,ideologische,2
1333,levensbeschouwelijke,2
1334,verscheidenheid,2
1335,menswaardigheid,2
1336,zingeving,2
1337,thuis”,2
1338,voelen,2
1339,jong,2
1340,oud,2
1341,minderheden,2
1342,meerderheden,2
1343,versnippering,2
1344,promoten,2
1345,fiscaal,2
1346,musea,2
1347,meerjarenplan,2
1348,jeugdzaken,2
1349,afbakeningsconflicten,2
1350,spanningsvelden,2
1351,ontlezing,2
1352,grondslag,2
1353,harmonie,2
1354,draagkracht,2
1355,aandeel,2
1356,onderhoud,2
1357,weggebruiker,2
1358,zwakke,2
1359,verkeersoverlast,2
1360,goederenvervoer,2
1361,weinig,2
1362,uitgetrokken,2
1363,methodologie,2
1364,rendabiliteit,2
1365,beoordeeld,2
1366,mobiliteitseffectenrapport,2
1367,ingevoerd,2
1368,inplanting,2
1369,vestigingen,2
1370,havencommissie,2
1371,havenbeleid,2
1372,concurrentiële,2
1373,modern,2
1374,waterverdragen,2
1375,nadrukkelijker,2
1376,jonge,2
1377,functioneren,2
1378,verleden,2
1379,taakomschrijving,2
1380,inhaalbeweging,2
1381,trekken,2
1382,onderzoeksinstellingen,2
1383,aanwenden,2
1384,bestrijden,2
1385,weerwerkactie,2
1386,bedrijfssectoren,2
1387,interprofessionele,2
1388,werkgelegenheidsprogramma’s,2
1389,enkel,2
1390,aanvullende,2
1391,omgezet,2
1392,begaafdheid,2
1393,volgen,2
1394,deelnemen,2
1395,leermoeilijkheden,2
1396,schoolmoeheid,2
1397,tegengaan,2
1398,schooljaar,2
1399,19921993,2
1400,regels,2
1401,begeleidingsplan,2
1402,zes,2
1403,werkloos,2
1404,rechten,2
1405,charter,2
1406,kiest,2
1407,raamdecreet,2
1408,finaliteit,2
1409,derde,2
1410,universiteit,2
1411,inhoudelijk,2
1412,langere,2
1413,efficiënter,2
1414,ingezet,2
1415,eenheden,2
1416,gevaar,2
1417,leerkracht,2
1418,verruiming,2
1419,loopbaanperspectief,2
1420,evenredige,2
1421,doelgroepenplan,2
1422,nader,2
1423,ingeleid,2
1424,automatische,2
1425,steunverlening,2
1426,afnemen,2
1427,ondersteuningsbeleid,2
1428,startende,2
1429,preventieve,2
1430,vizo,2
1431,onderkent,2
1432,begeleidings,2
1433,ondersteuningsinitiatieven,2
1434,tuinbouw,2
1435,kheden,2
1436,agrarische,2
1437,opgerichte,2
1438,parallelle,2
1439,bevoegdheidsverdeling,2
1440,doorbroken,2
1441,wederzijds,2
1442,bestuurlijke,2
1443,integriteit,2
1444,beleidssector,2
1445,verbindt,2
1446,rentesneeuwbal”,2
1447,beheersbare,2
1448,meerjarenperspectief,2
1449,periodieke,2
1450,bijsturing,2
1451,schakel,2
1452,emu,2
1453,betekenis,2
1454,uitstralingsmogelijkheden,2
1455,wisselwerking,2
