,words,count
154,–,42
155,één,41
156,initiatieven,41
157,krijgen,41
158,niveau,41
159,verbinden,40
160,vertrouwen,40
161,investeringen,40
162,huidige,40
163,nederlands,40
164,belangrijke,39
165,jongeren,39
166,dienstverlening,39
167,grote,38
168,regelgeving,38
169,aanpak,38
170,blijft,38
171,erfgoed,37
172,heeft,37
173,administratieve,37
174,ten,37
175,functie,37
176,verdere,36
177,steden,36
178,bieden,36
179,houden,36
180,gebruik,36
181,doelstellingen,36
182,overheden,36
183,ruimtelijke,36
184,samenleving,35
185,evalueren,35
186,welke,35
187,rand,35
188,financiering,35
189,open,35
190,elkaar,34
191,laten,34
192,doen,34
193,creëren,34
194,onderzoeken,34
195,kinderen,34
196,nodige,34
197,actief,34
198,2014,33
199,staat,33
200,2020,33
201,ontwikkeling,33
202,instrumenten,33
203,bescherming,33
204,hoger,33
205,geïntegreerd,33
206,o,33
207,kwaliteit,32
208,jaar,32
209,wat,32
210,landbouw,32
211,werking,32
212,projecten,32
213,haar,32
214,brengen,31
215,bijzondere,31
216,nieuw,31
217,realisatie,31
218,beleidsdomein,31
219,gericht,31
220,2019,30
221,onderzoek,30
222,culturele,30
223,bijzonder,30
224,ondernemen,30
225,belang,30
226,vormen,30
227,opleiding,30
228,inburgering,30
229,mogelijkheden,30
230,al,30
231,actoren,30
232,specifieke,30
233,daarnaast,29
234,uitdagingen,29
235,welzijn,29
236,mobiliteit,29
237,natuur,29
238,arbeidsmarkt,29
239,organisatie,29
240,streven,29
241,rond,29
242,extra,28
243,gemeenschap,28
244,wij,28
245,plaats,28
246,mee,28
247,weg,28
248,behouden,28
249,gaat,28
250,spelen,28
251,betere,27
252,geen,27
253,economisch,27
254,verhogen,27
255,beleidsdomeinen,27
256,elke,27
257,departement,27
258,goede,27
259,sectoren,27
260,toekomst,26
261,cultuur,26
262,minder,26
263,geeft,26
264,hoe,26
265,private,26
266,oa,26
267,lijn,26
268,wonen,26
269,impact,26
270,energie,26
271,staatshervorming,25
272,sociaal,25
273,hen,25
274,verantwoordelijkheid,25
275,elk,25
276,daartoe,25
277,diensten,25
278,buitenland,25
279,sterk,25
280,internationaal,25
281,buitenlandse,25
282,onroerend,25
283,hiervoor,25
284,beperking,24
285,beperken,24
286,systeem,24
287,stellen,24
288,snel,24
289,burgers,24
290,openbare,24
291,ervoor,24
292,…,24
293,concrete,24
294,lokaal,24
295,indien,24
296,duidelijk,24
297,belangrijk,23
298,uitbouw,23
299,wil,23
300,hier,23
301,kansen,23
302,toegankelijkheid,23
303,kwaliteitsvolle,23
304,zij,23
305,bijkomende,23
306,mogelijkheid,23
307,instellingen,23
308,goed,23
309,ondernemingen,22
310,ondernemerschap,22
311,werkzoekenden,22
312,instrument,22
313,noden,22
314,vlamingen,22
315,gezin,22
316,integrale,22
317,integreren,22
318,armoede,22
319,vereenvoudiging,22
320,land,22
321,leren,22
322,scholen,22
323,2015,22
324,1,22
325,maatschappelijke,22
326,ervan,22
327,ingezet,22
328,focus,21
329,wie,21
330,sport,21
331,verminderen,21
332,groei,21
333,ondernemers,21
334,media,21
335,vraag,21
336,sluiten,21
337,financiële,21
338,kinderopvang,21
339,infrastructuur,21
340,voorzieningen,21
341,geïntegreerde,21
342,betrekking,21
343,duidelijke,21
344,strategische,21
345,inspanningen,20
346,meest,20
347,procedures,20
348,inzetten,20
349,jeugdhulp,20
350,houdend,20
351,termijn,20
352,deel,20
353,leggen,20
354,secundair,20
355,afspraken,20
356,gemaakt,20
357,ruimtelijk,20
358,zesde,19
359,ambitie,19
360,én,19
361,entiteiten,19
362,kmo’s,19
363,fiscale,19
364,toe,19
365,verzekeren,19
366,toepassing,19
367,garanderen,19
368,kennis,19
369,organiseren,19
370,bevoegdheid,19
371,organisaties,19
372,diverse,19
373,platteland,19
374,resultaten,19
375,leiden,19
376,evaluatie,19
377,zonder,19
378,omgeving,19
379,naast,19
380,maakt,19
381,prioriteit,18
382,enkel,18
383,vorm,18
384,leven,18
385,openbaar,18
386,bevorderen,18
387,innovatieve,18
388,hervorming,18
389,regionale,18
390,structurele,18
391,bijvoorbeeld,18
392,efficiëntiewinsten,18
393,noodzakelijk,18
394,water,17
395,alleen,17
396,lasten,17
397,zelf,17
398,vanaf,17
399,autonomie,17
400,verenigingen,17
401,biedt,17
402,digitale,17
403,vermijden,17
404,toeristische,17
405,rechten,17
406,aangepast,17
407,leefbaarheid,17
408,minister,17
409,jeugd,17
410,hanteren,17
411,per,17
412,stemmen,17
413,mogelijke,17
414,verbeteren,17
415,algemeen,17
416,woningen,17
417,tijdens,17
418,administratie,17
419,visie,17
420,afstemming,17
421,gewesten,17
422,serv,17
423,staan,16
424,iedereen,16
425,regeerperiode,16
426,doel,16
427,toerisme,16
428,eu,16
429,sterke,16
430,grotere,16
431,doelgroepen,16
432,veel,16
433,tijdelijke,16
434,vereenvoudigen,16
435,kind,16
436,neemt,16
437,vragen,16
438,fit,16
439,ordening,16
440,opdracht,16
441,gebouwen,16
442,steeds,16
443,publieke,16
444,zoveel,16
445,pakken,16
446,respect,16
447,dient,16
448,principe,16
449,maximale,16
450,kiezen,16
451,activiteiten,16
452,functies,16
453,betrokkenheid,16
454,geëvalueerd,16
455,betekent,15
456,dus,15
457,grootste,15
458,taken,15
459,europa,15
460,antwerpen,15
461,werknemers,15
462,bestuur,15
463,bepalen,15
464,daarvoor,15
465,netwerk,15
466,volgende,15
467,wijze,15
468,optimale,15
469,gebied,15
470,hernieuwbare,15
471,grondige,15
472,recht,15
473,maatschappelijk,15
474,leerlingen,15
475,ontwikkelingssamenwerking,15
476,individuele,15
477,waarin,15
478,essentieel,15
479,kwalitatieve,15
480,begeleiding,15
481,plan,15
482,versterkt,15
483,uitgewerkt,15
484,tegelijk,14
485,budgettaire,14
486,2,14
487,draagvlak,14
488,conform,14
489,focussen,14
490,participaties,14
491,milieu,14
492,breiden,14
493,tweede,14
494,thuiszorg,14
495,komt,14
496,gelijke,14
497,ouders,14
498,volgen,14
499,interne,14
500,langer,14
501,wanneer,14
502,verplichte,14
503,fusie,14
504,omgevingsvergunning,14
505,relevante,14
506,toegang,14
507,opleidingen,14
508,gebeurt,14
509,alsook,14
510,gebeuren,14
511,gewest,14
512,acties,14
513,participatie,14
514,gezondheidszorg,14
515,optimaliseren,14
516,havens,14
517,flanders,14
518,geestelijke,14
519,nood,13
520,3,13
521,netwerken,13
522,bijdragen,13
523,passen,13
524,richten,13
525,strategisch,13
526,controle,13
527,stelsel,13
528,kosten,13
529,kwetsbare,13
530,gezinnen,13
531,stimuleert,13
532,buitenlands,13
533,inwoners,13
534,inclusief,13
535,behoeften,13
536,bepaalde,13
537,voorwaarden,13
538,tarieven,13
539,versterking,13
540,flankerend,13
541,ligt,13
542,stedelijke,13
543,nederland,13
544,school,13
545,masterplan,13
546,geval,13
547,besteden,13
548,oplossingen,13
549,beheer,13
550,efficiënte,13
551,centraal,13
552,informatie,13
553,ontsluiting,13
554,zorgt,13
555,mbt,13
556,dienen,13
557,provincies,12
558,gedragen,12
559,gerichte,12
560,richting,12
561,cruciaal,12
562,drie,12
563,heel,12
564,groot,12
565,opvolging,12
566,maat,12
567,efficiëntie,12
568,vertegenwoordigers,12
569,vormt,12
570,schaffen,12
571,enof,12
572,betreft,12
573,hiervan,12
574,muntpunt,12
575,aanzien,12
576,principes,12
577,implementeren,12
578,efficiënter,12
579,samenwerkingsakkoord,12
580,traject,12
581,vervoer,12
582,leefomgeving,12
583,kaart,12
584,leefmilieu,12
585,starten,12
586,tarief,12
587,landschap,12
588,effecten,12
589,duurzaamheid,12
590,waarborgen,12
591,volksgezondheid,12
592,beroep,12
593,reeds,12
594,verhoging,12
595,sturen,12
596,hele,12
597,afgestemd,12
598,efficiënt,12
599,meerwaarde,12
600,lange,12
601,terrein,12
602,gebieden,12
603,vdab,12
604,landbouwers,12
605,handhaving,12
606,landen,12
607,vooruitgaan,11
608,begroting,11
609,welvaart,11
610,zeker,11
611,jaren,11
612,vraagt,11
613,structuren,11
614,kust,11
615,uitgangspunt,11
616,belangrijkste,11
617,doelstelling,11
618,maatwerk,11
619,onderdeel,11
620,combinatie,11
621,gezondheid,11
622,gestimuleerd,11
623,decreten,11
624,nu,11
625,invoering,11
626,2016,11
627,kwalitatief,11
628,renovatie,11
629,markt,11
630,valorisatie,11
631,instrumentarium,11
632,middel,11
633,behoud,11
634,gelet,11
635,volledige,11
636,publiek,11
637,statuut,11
638,zoeken,11
639,korte,11
640,visserij,11
641,nauw,11
642,hiertoe,11
643,legislatuur,11
644,digitalisering,11
645,beperkt,11
646,competenties,11
647,effectief,11
648,snelle,11
649,bekijken,11
650,vrije,11
651,stakeholders,11
652,structureel,11
653,toegankelijke,11
654,positieve,11
655,logistieke,11
656,problematiek,11
657,voorkomen,11
658,bv,11
659,stap,11
660,uitvoeren,11
661,wegen,11
662,inzet,11
663,actieplan,11
664,optimaal,11
665,productie,11
666,leveren,10
667,twee,10
668,einde,10
669,vooral,10
670,industriële,10
671,mate,10
672,bovendien,10
673,gebiedsgerichte,10
674,coördinatie,10
675,regio’s,10
676,tewerkstelling,10
677,faciliteren,10
678,zake,10
679,net,10
680,werkgevers,10
681,preventie,10
682,vinden,10
683,flexibele,10
684,vorige,10
685,voegen,10
686,gemeentelijke,10
687,voertuigen,10
688,waardevolle,10
689,bedrijventerreinen,10
690,ecologische,10
691,woning,10
692,prioritair,10
693,steun,10
694,buurlanden,10
695,sneller,10
696,zet,10
697,gewaarborgd,10
698,eenvoudige,10
699,bereiken,10
700,erkennen,10
701,samenwerkingsverbanden,10
702,verband,10
703,advies,10
704,benadering,10
705,uitgevoerd,10
706,parlement,10
707,promoten,10
708,vorming,10
709,breed,10
710,internationalisering,10
711,ring,10
712,toegankelijk,10
713,waaronder,10
714,innovatiebeleid,10
715,vereist,10
716,hefboom,10
717,implementatie,10
718,ontwikkeld,10
719,brede,10
720,ingebed,10
721,geweld,10
722,anderzijds,9
723,evenwicht,9
724,5,9
725,transparantie,9
726,iwt,9
727,karakter,9
728,cruciale,9
729,food,9
730,vergt,9
731,ontsluiten,9
732,bestemming,9
733,trekken,9
734,overdracht,9
735,leidt,9
736,werkervaring,9
737,grondig,9
738,bijdrage,9
739,beide,9
740,volwaardig,9
741,daar,9
742,volwaardige,9
743,voorrang,9
744,rekenen,9
745,toekomstige,9
746,context,9
747,sectorale,9
748,groene,9
749,wereld,9
750,taal,9
751,ingevoerd,9
752,ambitieus,9
753,beschermen,9
754,stedelijk,9
755,opdat,9
756,beschikking,9
757,doet,9
758,krijgt,9
759,buiten,9
760,sportfederaties,9
761,kwaliteitsvol,9
762,houdt,9
763,dialoog,9
764,vreemde,9
765,eventuele,9
766,integraal,9
767,opnemen,9
768,gerealiseerd,9
769,opgenomen,9
770,houdende,9
771,januari,9
772,noodzakelijke,9
773,dienst,9
774,dynamisch,9
775,diversiteit,9
776,bevoegd,9
777,waarde,9
778,hand,9
779,raad,9
780,ziekenhuizen,9
781,dossiers,9
782,betrekken,9
783,gronden,9
784,oo,9
785,actualiseren,9
786,dragen,9
787,project,9
788,slimme,9
789,evolueren,9
790,logistiek,9
791,centrale,9
792,professionele,9
793,bestrijden,9
794,duurzaam,9
795,nmbs,9
796,hoog,9
797,directe,9
798,pijler,9
799,contracten,9
800,huizen,9
801,hulp,9
802,preventieve,9
803,talenten,8
804,klantvriendelijkheid,8
805,pact,8
806,resoluut,8
807,sterker,8
808,waken,8
809,pmv,8
810,enerzijds,8
811,globale,8
812,agrovoedingssector,8
813,bestemmingen,8
814,maritieme,8
815,effectieve,8
816,programma,8
817,daarvan,8
818,treden,8
819,opvang,8
820,respecteren,8
821,helpen,8
822,10,8
823,operationele,8
824,gemeentefonds,8
825,bestuurlijke,8
826,hoofdstad,8
827,vergroten,8
828,handel,8
829,doorstroming,8
830,vaste,8
831,landelijk,8
832,dierenwelzijn,8
833,woonbonus,8
834,continuïteit,8
835,voluit,8
836,doelgroep,8
837,hoge,8
838,versnippering,8
839,waarop,8
840,divers,8
841,cultureel,8
842,betaalbare,8
843,uitwerken,8
844,leraren,8
845,deelnemen,8
846,nietbindende,8
847,gebruiken,8
848,lager,8
849,soms,8
850,inspanning,8
851,transparante,8
852,partner,8
853,volgens,8
854,richtlijnen,8
855,jeugdbeleid,8
856,brussels,8
857,hoofdstedelijk,8
858,jaarlijkse,8
859,ondersteunt,8
860,terug,8
861,positief,8
862,oplossingsgerichte,8
863,samenwerken,8
864,gebracht,8
865,bevolking,8
866,toegepast,8
867,verzekerd,8
868,werd,8
869,terecht,8
870,industrie,8
871,opportuniteiten,8
872,instituut,8
873,immers,8
874,evenwichtige,8
875,qua,8
876,strategie,8
877,fonds,8
878,bereikt,8
879,genomen,8
880,toenemende,8
881,loopbaan,8
882,sensibilisering,8
883,discriminatie,8
884,spreiding,8
885,aanpassing,8
886,antwoord,8
887,onderzocht,8
888,plannen,8
889,promotie,8
890,herbestemming,8
891,complexe,8
892,actieve,8
893,europees,8
894,ouderenzorg,8
895,horizontaal,8
896,gevolgen,7
897,drieluik,7
898,top,7
899,wel,7
900,duidelijkheid,7
901,euro,7
902,bedrag,7
903,dag,7
904,ambtenaren,7
905,industrieel,7
906,aanpakken,7
907,verlagen,7
908,groeipad,7
909,meervoudige,7
910,valley,7
911,processen,7
912,producten,7
913,vlif,7
914,stand,7
915,erkenning,7
916,6,7
917,hervormen,7
918,coherent,7
919,bijkomend,7
920,complementair,7
921,kans,7
922,zorgnoden,7
923,inkomen,7
924,minderjarige,7
925,slot,7
926,taak,7
927,subsidies,7
928,cultuurbeleid,7
929,ocmw’s,7
930,gemeentebesturen,7
931,intergemeentelijke,7
932,regels,7
933,decretale,7
934,opmaak,7
935,cliënt,7
936,essentiële,7
937,rechtstreeks,7
938,zendingen,7
939,overeenkomstig,7
940,onderling,7
941,integratiebeleid,7
942,eigenheid,7
943,zodra,7
944,deelname,7
945,personeelsleden,7
946,stem,7
947,bereikbaarheid,7
948,kilometerheffing,7
949,mag,7
950,verkeer,7
951,halen,7
952,verkeersveiligheid,7
953,gent,7
954,stappen,7
955,beleidsplan,7
956,hergebruik,7
957,instandhoudingsdoelstellingen,7
958,verantwoordelijk,7
959,inspectie,7
960,hervormingen,7
961,leningen,7
962,vandaag,7
963,tevens,7
964,betaalbaar,7
965,elektriciteit,7
966,capaciteit,7
967,uitwerking,7
968,bewaken,7
969,beschikbaar,7
970,gedurende,7
971,sporten,7
972,prioritaire,7
973,vrt,7
974,gebruikt,7
975,duaal,7
976,talen,7
977,situatie,7
978,oplossing,7
979,schaal,7
980,overeenstemming,7
981,beslissingen,7
982,verdeling,7
983,hierdoor,7
984,adviezen,7
985,werkt,7
986,eva,7
987,artikel,7
988,problemen,7
989,gemeenschappelijke,7
990,gegeven,7
991,domeinen,7
992,hierin,7
993,vrouwen,7
994,dezelfde,7
995,initiatief,7
996,belangen,7
997,draagt,7
998,brusselse,7
999,stad,7
1000,benutten,7
1001,tijd,7
1002,communicatie,7
1003,grond,7
1004,globaal,7
1005,vzw,7
1006,liggen,7
1007,waarvan,7
1008,goedgekeurd,7
1009,specifiek,7
1010,woonbeleid,7
1011,breder,7
1012,ontwikkelingen,7
1013,programma’s,7
1014,starters,7
1015,hinder,7
1016,wetenschap,7
1017,licht,7
1018,volop,7
1019,vullen,7
1020,aangemoedigd,7
1021,onmiddellijk,7
1022,regierol,7
1023,alternatieven,7
1024,veilige,7
1025,weggebruikers,7
1026,zeebrugge,7
1027,vrijwilligers,7
1028,vermindering,7
1029,burger,7
1030,ecologisch,7
1031,monitoring,7
1032,gesteld,7
1033,gefocust,7
1034,tuinbouwers,7
1035,vertegenwoordiging,7
1036,inburgeraars,7
1037,keuze,7
1038,alles,6
1039,eerst,6
1040,middenveld,6
1041,vooruit,6
1042,vooruitgang,6
1043,moeilijk,6
1044,morgen,6
1045,rechtszekerheid,6
1046,weefsel,6
1047,omdat,6
1048,vernieuwing,6
1049,jonge,6
1050,behalen,6
1051,erover,6
1052,lrm,6
1053,projectmatige,6
1054,verleden,6
1055,2018,6
1056,vast,6
1057,activering,6
1058,leeftijd,6
1059,participeren,6
1060,brusselaars,6
1061,vrijwillig,6
1062,toeslag,6
1063,uitbetaling,6
1064,binnenlands,6
1065,verhoudingen,6
1066,verankeren,6
1067,persoonsgebonden,6
1068,onroerende,6
1069,provincie,6
1070,regeling,6
1071,vallen,6
1072,patiënt,6
1073,export,6
1074,migratieachtergrond,6
1075,operationeel,6
1076,langs,6
1077,personenwagens,6
1078,bundelen,6
1079,vrijwaren,6
1080,grondbeleid,6
1081,terreinen,6
1082,stedenbouwkundige,6
1083,vergunning,6
1084,permanente,6
1085,georganiseerd,6
1086,garanties,6
1087,huurwoningen,6
1088,energieefficiëntie,6
1089,aandeel,6
1090,cultuursector,6
1091,uitstraling,6
1092,volle,6
1093,bereik,6
1094,talent,6
1095,kunst,6
1096,doelgericht,6
1097,clubs,6
1098,sportinfrastructuur,6
1099,garandeert,6
1100,moderne,6
1101,pedagogische,6
1102,afwachting,6
1103,ondersteunende,6
1104,ministers,6
1105,facturen,6
1106,30,6
1107,goederen,6
1108,tegemoetkomingen,6
1109,transparanter,6
1110,klimaat,6
1111,geldt,6
1112,toezicht,6
1113,huisvesting,6
1114,verhoogd,6
1115,name,6
1116,toegevoegd,6
1117,audit,6
1118,toekenning,6
1119,algemene,6
1120,producenten,6
1121,2012,6
1122,bevoegde,6
1123,levert,6
1124,aangewend,6
1125,expertise,6
1126,adviesraden,6
1127,groen,6
1128,bredere,6
1129,correcte,6
1130,verhoogde,6
1131,proactief,6
1132,desgevallend,6
1133,gemeenschapscommissie,6
1134,prioriteiten,6
1135,schakelen,6
1136,keten,6
1137,consequent,6
1138,uitbreiding,6
1139,erop,6
1140,gecoördineerd,6
1141,gezet,6
1142,onvoldoende,6
1143,opnieuw,6
1144,haalbaarheid,6
1145,centrum,6
1146,steunen,6
1147,valoriseren,6
1148,dringen,6
1149,vermarkting,6
1150,keuzes,6
1151,eenvoudiger,6
1152,zeer,6
1153,creatieve,6
1154,vergunningen,6
1155,monitoren,6
1156,voorwaarde,6
1157,reguliere,6
1158,ingekanteld,6
1159,trajecten,6
1160,inspelen,6
1161,gevolg,6
1162,strijd,6
1163,uitgebreid,6
1164,financieel,6
1165,veiligheid,6
1166,vertrekken,6
1167,innovaties,6
1168,potentieel,6
1169,onderhoud,6
1170,aanleg,6
1171,verbinding,6
1172,luchthavens,6
1173,akkoord,6
1174,stelt,6
1175,handicap,6
1176,invoeren,6
1177,belasting,6
1178,evolutie,6
1179,ontwikkelingsbeleid,6
1180,ruimtegebruik,6
1181,tuinbouw,6
1182,overlegmodel,6
1183,invulling,6
1184,procedure,6
1185,realiteit,6
1186,level,6
1187,playing,6
1188,field,6
1189,bepaald,6
1190,gemeenschappelijk,6
1191,maatschappij,6
1192,voorbije,6
1193,pleiten,6
1194,iva,6
1195,betreffende,6
1196,uitgebouwd,6
1197,gegevensdeling,6
1198,zorgverzekering,6
1199,thuisomgeving,6
1200,kinderbijslag,6
1201,gelijkekansenbeleid,6
1202,audiovisuele,6
1203,privaatrechtelijke,6
1204,sar,6
1205,jobs,5
1206,historisch,5
1207,want,5
1208,behoren,5
1209,infrastructuurprojecten,5
1210,voorbeeld,5
1211,tegelijkertijd,5
1212,kleinere,5
1213,vanzelfsprekend,5
1214,clusterbeleid,5
1215,transformatie,5
1216,versnellen,5
1217,kleine,5
1218,aantrekkelijker,5
1219,subsidiëring,5
1220,rechtszekere,5
1221,overheidsmiddelen,5
1222,analogie,5
1223,werkzaamheidsgraad,5
1224,vier,5
1225,maanden,5
1226,beschikbaarheid,5
1227,effectiviteit,5
1228,betaald,5
1229,bestaan,5
1230,aanvullend,5
1231,dienstencheques,5
1232,gebruikers,5
1233,verplicht,5
1234,gelijk,5
1235,geleidelijke,5
1236,absolute,5
1237,beroepsgerichte,5
1238,veroorzaken,5
1239,bestuurszaken,5
1240,volledig,5
1241,bepaalt,5
1242,rapporteren,5
1243,centrumsteden,5
1244,voorheffing,5
1245,bovenlokale,5
1246,kwaliteitsdecreet,5
1247,nederlandstalige,5
1248,faciliteitengemeenten,5
1249,wensen,5
1250,samenwerkingsakkoorden,5
1251,wettelijk,5
1252,aantrekken,5
1253,tal,5
1254,vlotte,5
1255,brugge,5
1256,comfortabele,5
1257,snelheid,5
1258,concept,5
1259,uitgaven,5
1260,inkomsten,5
1261,omgaan,5
1262,woongelegenheden,5
1263,sporen,5
1264,brownfields,5
1265,permanent,5
1266,integreert,5
1267,woonfiscaliteit,5
1268,bestaat,5
1269,beperkte,5
1270,opteren,5
1271,nieuwbouw,5
1272,energiefactuur,5
1273,maatregel,5
1274,energiearmoede,5
1275,voorbereiding,5
1276,energieproductie,5
1277,concurrentiepositie,5
1278,klanten,5
1279,voortrekkersrol,5
1280,gewijzigde,5
1281,lang,5
1282,beheersovereenkomst,5
1283,medialandschap,5
1284,knelpunten,5
1285,schoolgebouwen,5
1286,technische,5
1287,verwachten,5
1288,begeleidingsdiensten,5
1289,onderwijsverstrekkers,5
1290,vakorganisaties,5
1291,reductie,5
1292,studierichtingen,5
1293,aansluiten,5
1294,eindtermen,5
1295,frans,5
1296,engels,5
1297,geformuleerd,5
1298,aangeboden,5
1299,hogescholen,5
1300,universiteiten,5
1301,rationaliseren,5
1302,elders,5
1303,betalen,5
1304,verlengen,5
1305,koppeling,5
1306,i,5
1307,ii,5
1308,95,5
1309,armoedebeleid,5
1310,verantwoording,5
1311,geest,5
1312,post,5
1313,telkens,5
1314,gepaard,5
1315,herzien,5
1316,bestrijding,5
1317,kracht,5
1318,gevoerd,5
1319,ict,5
1320,onafhankelijke,5
1321,minimum,5
1322,blijkt,5
1323,beleidsdoelstellingen,5
1324,vervanging,5
1325,echte,5
1326,resultaat,5
1327,verwachtingen,5
1328,vergaderingen,5
1329,deels,5
1330,blijvende,5
1331,besliste,5
1332,bedragen,5
1333,opstellen,5
1334,afgeschaft,5
1335,loket,5
1336,externe,5
1337,gegevens,5
1338,uitgangspunten,5
1339,blijvend,5
1340,medewerkers,5
1341,materialen,5
1342,gebaseerd,5
1343,40,5
1344,bestuursrechtscolleges,5
1345,gekozen,5
1346,correct,5
1347,zelfstandige,5
1348,besteed,5
1349,nederlandstalig,5
1350,wvg,5
1351,engagementen,5
1352,merk,5
1353,ruime,5
1354,ijveren,5
1355,steunpunt,5
1356,welzijns,5
1357,geconfronteerd,5
1358,echter,5
1359,vlaamsbrabant,5
1360,opgevolgd,5
1361,hierover,5
1362,minstens,5
1363,aspecten,5
1364,hefbomen,5
1365,inclusie,5
1366,toegevoegde,5
1367,zelfstandigen,5
1368,slagkrachtig,5
1369,transities,5
1370,spelers,5
1371,multimodale,5
1372,positionering,5
1373,beroepen,5
1374,wetenschappelijk,5
1375,moedigen,5
1376,rollen,5
1377,stages,5
1378,preventief,5
1379,unieke,5
1380,zinvol,5
1381,aanbevelingen,5
1382,rendement,5
1383,vrij,5
1384,afstand,5
1385,screening,5
1386,uitstroom,5
1387,aanbieden,5
1388,passende,5
1389,waardoor,5
1390,geografische,5
1391,inbedding,5
1392,erkende,5
1393,actor,5
1394,informeren,5
1395,sensibiliseren,5
1396,beschikbare,5
1397,verschillen,5
1398,vraaggestuurd,5
1399,uitrol,5
1400,dergelijke,5
1401,positie,5
1402,haven,5
1403,afgesloten,5
1404,betrokkenen,5
1405,instantie,5
1406,aangepakt,5
1407,binnenvaart,5
1408,alternatief,5
1409,optimalisatie,5
1410,primaire,5
1411,gezien,5
1412,beslissing,5
1413,versterkte,5
1414,senioren,5
1415,verkeersveiligheidsbeleid,5
1416,overgedragen,5
1417,rijopleiding,5
1418,kwantiteit,5
1419,objectieve,5
1420,overstromingen,5
1421,ondersteund,5
1422,optreden,5
1423,heffing,5
1424,vrijheid,5
1425,juridische,5
1426,flexibiliteit,5
1427,planning,5
1428,boeken,5
1429,zorgnood,5
1430,aangepaste,5
1431,voorschriften,5
1432,klasse,5
1433,speerpunt,5
1434,leegstand,5
1435,decretaal,5
1436,bedrijf,5
1437,nagegaan,5
1438,komende,5
1439,unie,5
1440,drinkwatermaatschappijen,5
1441,beschermde,5
1442,distributienetbeheerders,5
1443,technologieën,5
1444,automatische,5
1445,huisvestingsmaatschappijen,5
1446,leegstaande,5
1447,rwo,5
1448,persoonsvolgende,5
1449,welzijnswerk,5
1450,zien,5
1451,vipa,5
1452,meerdere,5
1453,adoptie,5
1454,misbruik,5
1455,verdient,5
1456,kunstenaars,5
1457,diplomatie,5
1458,omroep,5
1459,periode,4
1460,bodem,4
1461,beantwoorden,4
1462,je,4
1463,stevige,4
1464,eenzelfde,4
1465,hulpverlening,4
1466,eveneens,4
1467,drastisch,4
1468,verenigingsleven,4
1469,waardeert,4
1470,eenvoudigere,4
1471,klantvriendelijke,4
1472,fwo,4
1473,bereiden,4
1474,achterstand,4
1475,middelgrote,4
1476,begeleiden,4
1477,3norm,4
1478,ondernemingszin,4
1479,overheidsinstrumentarium,4
1480,salk,4
1481,subsidie,4
1482,boeren,4
1483,milieudruk,4
1484,vernieuwende,4
1485,investeringssteun,4
1486,procesmanager,4
1487,buitengebied,4
1488,enz,4
1489,verschil,4
1490,toeristisch,4
1491,beoogde,4
1492,verjaardag,4
1493,activeringsbeleid,4
1494,matching,4
1495,doelgroepenbeleid,4
1496,gesubsidieerde,4
