,words,count
171,kinderen,33
172,betrokken,33
173,1,32
174,open,32
175,energie,32
176,samen,32
177,aanpak,32
178,al,32
179,bijvoorbeeld,32
180,rol,32
181,zorg,32
182,actief,32
183,begeleiding,32
184,blijven,32
185,verbeteren,32
186,daarvoor,32
187,verhogen,32
188,ruimte,31
189,projecten,31
190,wonen,31
191,sociaal,31
192,werking,31
193,gericht,31
194,na,31
195,beter,31
196,gelijke,30
197,eerste,30
198,vanuit,30
199,geëvalueerd,30
200,hoger,29
201,groene,29
202,minder,29
203,welzijn,29
204,innovatieve,29
205,sterk,29
206,ondersteunen,29
207,economisch,29
208,brengen,29
209,regelgeving,29
210,sterke,28
211,rond,28
212,uitbouw,28
213,belangrijk,28
214,stellen,28
215,maatschappelijk,28
216,geen,28
217,gebruik,28
218,streven,28
219,infrastructuur,27
220,5,27
221,ruimtelijke,27
222,kwaliteit,27
223,wat,27
224,mogelijkheden,27
225,wij,27
226,organisatie,27
227,laten,27
228,gemeenten,27
229,extra,27
230,2,26
231,cultuur,26
232,vervoer,26
233,plaats,26
234,administratieve,26
235,waarin,26
236,alleen,26
237,nieuw,26
238,af,26
239,doen,26
240,elk,25
241,ondernemen,25
242,iedereen,25
243,toerisme,25
244,steden,25
245,diensten,25
246,3,24
247,mobiliteit,24
248,openbaar,24
249,erfgoed,24
250,concrete,24
251,elke,24
252,bieden,24
253,vraag,24
254,bevorderen,24
255,manier,24
256,goed,24
257,gemaakt,24
258,afspraken,24
259,ter,24
260,gezondheidszorg,23
261,diverse,23
262,sectoren,23
263,ervoor,23
264,nederlands,23
265,toe,23
266,actoren,23
267,a,22
268,b,22
269,doorbraak,22
270,4,22
271,visie,22
272,openbare,22
273,legislatuur,22
274,partners,22
275,kmo’s,22
276,gerichte,22
277,deelstaten,22
278,voort,22
279,mogelijkheid,22
280,gebied,22
281,kinderopvang,21
282,rekening,21
283,dienstverlening,21
284,gaat,21
285,competenties,21
286,stand,21
287,systeem,21
288,leiden,21
289,voortgezet,21
290,opdracht,21
291,zonder,21
292,instellingen,21
293,europa,20
294,vereenvoudiging,20
295,inzetten,20
296,digitale,20
297,–,20
298,mee,20
299,werkzoekenden,20
300,hernieuwbare,20
301,school,20
302,leggen,20
303,respect,20
304,actieplan,20
305,provinciale,20
306,per,20
307,bereiken,20
308,hoe,20
309,functie,20
310,gewest,20
311,talent,19
312,leven,19
313,sport,19
314,steeds,19
315,zij,19
316,grotere,19
317,beschikken,19
318,ondernemers,19
319,betrekking,19
320,europees,19
321,staan,19
322,evaluatie,19
323,welke,19
324,administratie,19
325,vragen,19
326,scholen,18
327,6,18
328,participatie,18
329,afstemming,18
330,vernieuwing,18
331,vooral,18
332,huidige,18
333,verantwoordelijkheid,18
334,weg,18
335,brede,18
336,uitbreiding,18
337,spelen,18
338,besteden,18
339,private,18
340,versterking,18
341,beleidsdomein,18
342,gemeenschap,18
343,investeringsplan,17
344,procedures,17
345,actie,17
346,gevolgen,17
347,kosten,17
348,uitdagingen,17
349,nu,17
350,jaar,17
351,realisatie,17
352,aangepast,17
353,bijkomende,17
354,opleiding,17
355,uitgewerkt,17
356,komt,17
357,doelstelling,17
358,uitgevoerd,17
359,toepassing,17
360,ondernemingen,17
361,pmv,17
362,financiering,17
363,culturele,16
364,diversiteit,16
365,gezin,16
366,armoede,16
367,staatshervorming,16
368,pact,16
369,instrument,16
370,regeling,16
371,belang,16
372,werknemers,16
373,toegankelijkheid,16
374,breiden,16
375,structureel,16
376,organisaties,16
377,opleidingen,16
378,geïntegreerd,16
379,één,16
380,regionale,16
381,evalueren,16
382,resultaten,16
383,02,16
384,552,16
385,7,15
386,leren,15
387,efficiënte,15
388,noden,15
389,efficiëntiewinsten,15
390,acties,15
391,houden,15
392,duidelijke,15
393,kansengroepen,15
394,leerlingen,15
395,richten,15
396,gezinnen,15
397,vorm,15
398,noodzakelijk,15
399,problemen,15
400,maakt,15
401,structurele,15
402,ingezet,15
403,daarnaast,15
404,zelf,15
405,lokaal,15
406,regio’s,15
407,publieke,15
408,groot,15
409,groei,15
410,termijn,15
411,mate,15
412,vlamingen,15
413,naast,15
414,wijze,15
415,brusselse,15
416,warme,14
417,secundair,14
418,ordening,14
419,betaalbaar,14
420,jeugd,14
421,buitenlands,14
422,hoofdstad,14
423,natuur,14
424,landbouw,14
425,media,14
426,krijgt,14
427,immers,14
428,tegelijk,14
429,budgettaire,14
430,solidariteit,14
431,deel,14
432,hiervoor,14
433,woningen,14
434,technologische,14
435,kennis,14
436,integratie,14
437,volgen,14
438,elkaar,14
439,ervan,14
440,doelgroepen,14
441,plan,14
442,vervullen,14
443,vdab,14
444,rechten,14
445,passen,14
446,ondernemerschap,14
447,mogelijke,14
448,lijn,14
449,gronden,14
450,land,14
451,daartoe,14
452,oplossingen,14
453,beleidsveld,14
454,regeerakkoord,13
455,vlaming,13
456,hogere,13
457,kwaliteitsvolle,13
458,groen,13
459,kwalitatief,13
460,centraal,13
461,integraal,13
462,strategisch,13
463,inburgering,13
464,partnerschap,13
465,periode,13
466,bovendien,13
467,bevolking,13
468,hierbij,13
469,initiatief,13
470,algemeen,13
471,erkenning,13
472,beleidsdomeinen,13
473,samenwerkingsverbanden,13
474,zorgt,13
475,draagvlak,13
476,prioriteit,13
477,breed,13
478,activiteiten,13
479,…,13
480,bedrijventerreinen,13
481,havens,13
482,gent,13
483,toegang,13
484,project,13
485,autonomie,13
486,decretale,13
487,betreft,13
488,gewesten,13
489,parlement,13
490,tijden,12
491,c,12
492,dynamisch,12
493,leerkrachten,12
494,vorming,12
495,duurzaamheid,12
496,maat,12
497,vrijwilligerswerk,12
498,financieel,12
499,beheer,12
500,inzake,12
501,bestuur,12
502,begroting,12
503,2010,12
504,zeer,12
505,vacatures,12
506,omgeving,12
507,vereist,12
508,gekoppeld,12
509,actieve,12
510,invulling,12
511,begeleiden,12
512,positie,12
513,inclusief,12
514,voorkomen,12
515,enof,12
516,geval,12
517,twee,12
518,verband,12
519,effectieve,12
520,meest,12
521,regio,12
522,federaal,12
523,recht,12
524,verbeterd,12
525,doel,12
526,professionele,12
527,behoud,12
528,vraagt,12
529,maximale,12
530,garanderen,12
531,coördinatie,12
532,domeinen,12
533,fiscale,12
534,karakter,12
535,aanwezigheid,12
536,politieke,12
537,ik,12
538,tijd,11
539,jobs,11
540,digitalisering,11
541,slimme,11
542,juiste,11
543,platteland,11
544,volgens,11
545,sneller,11
546,weefsel,11
547,heel,11
548,vandaag,11
549,werkt,11
550,werden,11
551,talenten,11
552,gerealiseerd,11
553,efficiëntie,11
554,focus,11
555,milieu,11
556,pakken,11
557,antwoord,11
558,bescherming,11
559,volgende,11
560,dialoog,11
561,gevolg,11
562,opgenomen,11
563,zet,11
564,stappen,11
565,uitgebreid,11
566,aangepaste,11
567,echter,11
568,beperkt,11
569,voorkeur,11
570,sectorale,11
571,dus,11
572,snel,11
573,loopbaan,11
574,optimale,11
575,hiertoe,11
576,leningen,11
577,tweede,11
578,toeristische,11
579,duidelijk,11
580,middel,11
581,algemene,11
582,mag,11
583,correcte,11
584,leefbaarheid,11
585,studies,11
586,voorzitter,11
587,groepen,10
588,proactief,10
589,gezonde,10
590,transparantie,10
591,interne,10
592,wereld,10
593,stelt,10
594,houdend,10
595,sterker,10
596,inzet,10
597,betrokkenheid,10
598,middenveld,10
599,genomen,10
600,én,10
601,transformatie,10
602,positieve,10
603,meerwaarde,10
604,plaatsen,10
605,energiebedrijf,10
606,benutten,10
607,ondersteund,10
608,thuiszorg,10
609,kwalitatieve,10
610,taal,10
611,verbetering,10
612,binnenlandse,10
613,2011,10
614,hervorming,10
615,geeft,10
616,strategie,10
617,behouden,10
618,relevante,10
619,noodzakelijke,10
620,voorwaarde,10
621,kaart,10
622,gestimuleerd,10
623,participeren,10
624,aanbieden,10
625,neemt,10
626,gepaste,10
627,evenredige,10
628,aanvullende,10
629,creëren,10
630,voorwaarden,10
631,prioritaire,10
632,einde,10
633,stemmen,10
634,name,10
635,kiezen,10
636,aandeel,10
637,volledig,10
638,buitenlandse,10
639,specifiek,10
640,strategische,10
641,gemeenschappen,10
642,omroep,10
643,uitgangspunten,9
644,maatwerk,9
645,levenslang,9
646,8,9
647,10,9
648,toegankelijk,9
649,logistiek,9
650,natuuren,9
651,2008,9
652,negatieve,9
653,zou,9
654,producten,9
655,tegelijkertijd,9
656,effecten,9
657,gezondheid,9
658,betaalbare,9
659,volop,9
660,integrale,9
661,efficiënt,9
662,planlast,9
663,bestuurslagen,9
664,biedt,9
665,helpen,9
666,omdat,9
667,wegwerken,9
668,zeker,9
669,communicatie,9
670,starten,9
671,snelle,9
672,problematiek,9
673,uitgebouwd,9
674,individuele,9
675,personeel,9
676,tewerkstelling,9
677,reguliere,9
678,aangemoedigd,9
679,essentieel,9
680,potentieel,9
681,groeibedrijven,9
682,productie,9
683,provincies,9
684,ziekenhuizen,9
685,ruimtelijk,9
686,net,9
687,verenigingsleven,9
688,flankerend,9
689,substantiële,9
690,ambitie,9
691,hele,9
692,enkel,9
693,betekent,9
694,verminderen,9
695,verhoging,9
696,waarborgen,9
697,informatie,9
698,volwaardige,9
699,transparante,9
700,conform,9
701,volwaardig,9
702,burgers,9
703,evolutie,9
704,zoeken,9
705,onroerend,9
706,1000,9
707,indien,9
708,ontwikkelingssamenwerking,9
709,brussels,9
710,adres,9
711,00,9
712,fax,9
713,01,9
714,email,9
715,curriculum,9
716,vitae,9
717,geboortedatum,9
718,licentiaat,9
719,inhoud,8
720,9,8
721,werkgelegenheidsplan,8
722,d,8
723,lerende,8
724,deeltijds,8
725,vernieuwend,8
726,focussen,8
727,afval,8
728,waterbeleid,8
729,ouderen,8
730,dynamische,8
731,geestelijke,8
732,slagkrachtige,8
733,unie,8
734,links,8
735,getroffen,8
736,langer,8
737,uitdaging,8
738,komende,8
739,vijf,8
740,anderzijds,8
741,enzovoort,8
742,bijdrage,8
743,bedrijfsleven,8
744,plannen,8
745,prioritair,8
746,sociaaleconomische,8
747,speerpuntdomeinen,8
748,klemtonen,8
749,combinatie,8
750,toenemende,8
751,zien,8
752,men,8
753,intensieve,8
754,positief,8
755,ontwikkeld,8
756,ernaar,8
757,vaak,8
758,tijdens,8
759,domein,8
760,hen,8
761,gebracht,8
762,versnellen,8
763,passende,8
764,daar,8
765,ondersteunt,8
766,centra,8
767,ontwikkelingen,8
768,buiten,8
769,aandachtspunt,8
770,belgië,8
771,faciliteren,8
772,energieefficiëntie,8
773,onderzocht,8
774,verenigingen,8
775,wegen,8
776,masterplan,8
777,raad,8
778,nauw,8
779,hier,8
780,omkadering,8
781,2009,8
782,decretaal,8
783,betreffende,8
784,optimalisatie,8
785,grenzen,8
786,vele,8
787,concreet,8
788,behoeve,8
789,kaderdecreet,8
790,inbreng,8
791,bestemming,8
792,ontsluiting,8
793,concept,8
794,hoge,8
795,optimaal,8
796,bijdragen,8
797,moedigen,8
798,programma’s,8
799,verkeersveiligheid,8
800,leidt,8
801,hoofdstedelijke,8
802,inbegrip,8
803,expertise,8
804,dient,8
805,televisie,8
806,pleiten,8
807,bevoegdheid,8
808,deelgebieden,8
809,beroepsloopbaan,8
810,telefoon,8
811,daadkrachtig,7
812,beslissende,7
813,vernieuwende,7
814,11,7
815,meerjarig,7
816,modern,7
817,hinder,7
818,haalbaarheid,7
819,volksgezondheid,7
820,vernieuwd,7
821,jeugdzorg,7
822,mediasector,7
823,samenleven,7
824,plattelandsbeleid,7
825,leefmilieu,7
826,armoedebestrijding,7
827,veel,7
828,mogen,7
829,enerzijds,7
830,troeven,7
831,uitvoeren,7
832,moeilijke,7
833,leveren,7
834,bepaald,7
835,vrouwen,7
836,vergunningen,7
837,grondig,7
838,welvaart,7
839,vergroening,7
840,wanneer,7
841,bevat,7
842,ondertussen,7
843,welzijnsen,7
844,uitgaven,7
845,verplicht,7
846,grondige,7
847,verwerven,7
848,vorige,7
849,geformuleerd,7
850,omwille,7
851,arbeidsmarktbeleid,7
852,behoeften,7
853,waarmee,7
854,richting,7
855,praktijk,7
856,bepaalde,7
857,werkgevers,7
858,moeilijk,7
859,vinden,7
860,benadering,7
861,opleidingsaanbod,7
862,laagdrempelige,7
863,situatie,7
864,uitwisseling,7
865,voorrang,7
866,verhoogde,7
867,instroom,7
868,ontwikkelt,7
869,toch,7
870,toekomstige,7
871,integreren,7
872,doelgroep,7
873,verankerd,7
874,vastgelegd,7
875,sluiten,7
876,waaronder,7
877,lopende,7
878,dergelijke,7
879,gebaseerd,7
880,elementen,7
881,missing,7
882,procedure,7
883,overheveling,7
884,gegeven,7
885,impact,7
886,ambtenaren,7
887,vergroten,7
888,opvolging,7
889,waarde,7
890,geldt,7
891,kind,7
892,afbakening,7
893,taken,7
894,opvang,7
895,planning,7
896,discussie,7
897,derde,7
898,besteed,7
899,taak,7
900,versnippering,7
901,effectiviteit,7
902,afgestemd,7
903,landschap,7
904,wetenschappelijk,7
905,vermijden,7
906,uitbouwen,7
907,principes,7
908,perspectief,7
909,rsv,7
910,toekomstgerichte,7
911,aanzien,7
912,sluit,7
913,motor,7
914,materialen,7
915,absolute,7
916,water,7
917,landen,7
918,juridische,7
919,uitgangspunt,7
920,ertoe,7
921,onderhoud,7
922,bereikbaarheid,7
923,gebeuren,7
924,dragen,7
925,gebieden,7
926,toezicht,7
927,samenwerkingsakkoord,7
928,erkende,7
929,altijd,7
930,cultureel,7
931,vzw,7
932,college,7
933,vgc,7
934,geachte,7
935,gemeenteraadslid,7
936,slag,6
937,e,6
938,20,6
939,30,6
940,landbouwen,6
941,35,6
942,oo,6
943,draaischijf,6
944,stedengewest,6
945,64,6
946,centrum,6
947,preventieve,6
948,66,6
949,innovatief,6
950,83,6
951,financiën,6
952,band,6
953,verdient,6
954,ministerpresident,6
955,binnenlands,6
956,werkloosheid,6
957,terrein,6
958,zoveel,6
959,daling,6
960,cruciaal,6
961,toelaten,6
962,verdienen,6
963,persoonlijk,6
964,valorisatie,6
965,aantrekkelijke,6
966,logistieke,6
967,solidaire,6
968,schaars,6
969,tegemoet,6
970,krachtig,6
971,basisdecreet,6
972,onderdelen,6
973,residentiële,6
974,vergt,6
975,hefbomen,6
976,huisvesting,6
977,processen,6
978,beleidssector,6
979,begrotingsevenwicht,6
980,voorstellen,6
981,grondwettelijk,6
982,aansluiting,6
983,troef,6
984,hulp,6
985,opstellen,6
986,verhoogd,6
987,ontplooiing,6
988,overlegcomité,6
989,tijdelijke,6
990,ver,6
991,psychiatrische,6
992,wie,6
993,sensibilisering,6
994,pop,6
995,start,6
996,verworven,6
997,ongeacht,6
998,ervaring,6
999,zichtbaar,6
1000,heroriënteren,6
1001,partnerschappen,6
1002,opnieuw,6
1003,regels,6
1004,groeipad,6
1005,structuren,6
1006,voorbeeldfunctie,6
1007,actieplannen,6
1008,commerciële,6
1009,ligt,6
1010,rechtstreekse,6
1011,directe,6
1012,kapitaal,6
1013,beperken,6
1014,gebouwen,6
1015,programma,6
1016,daarover,6
1017,jonge,6
1018,wetenschappelijke,6
1019,universiteiten,6
1020,senioren,6
1021,opgemaakt,6
1022,vrijstelling,6
1023,bepalingen,6
1024,indicatoren,6
1025,voorbereiding,6
1026,onafhankelijke,6
1027,draagt,6
1028,kwaliteitsvol,6
1029,netwerk,6
1030,jaren,6
1031,ontstaan,6
1032,toegankelijke,6
1033,achterstand,6
1034,volwassenen,6
1035,nt2,6
1036,bijgestuurd,6
1037,kunsten,6
1038,gelijkekansenbeleid,6
1039,nederlandstalig,6
1040,nuttig,6
1041,hogescholen,6
1042,korte,6
1043,zelfstandige,6
1044,waardoor,6
1045,investeringsfonds,6
1046,samenspraak,6
1047,beschikt,6
1048,vaker,6
1049,verankering,6
1050,doeltreffend,6
1051,dankzij,6
1052,groeien,6
1053,coherent,6
1054,pandenbeleid,6
1055,instrumentarium,6
1056,verduurzaming,6
1057,daaraan,6
1058,inplanting,6
1059,milieudruk,6
1060,schoot,6
1061,toename,6
1062,daarvan,6
1063,aanleiding,6
1064,rechtszekerheid,6
1065,optimaliseren,6
1066,verhouding,6
1067,ecologische,6
1068,meerjarenplan,6
1069,binnenvaart,6
1070,objectieve,6
1071,efficiëntere,6
1072,rekenhof,6
1073,luchthaven,6
1074,gehouden,6
1075,secundaire,6
1076,gemeenschappelijke,6
1077,blijvend,6
1078,volledige,6
1079,ha,6
1080,eigendomsverwerving,6
1081,evenwichtige,6
1082,huur,6
1083,cultuurbeleid,6
1084,geactualiseerd,6
1085,gezamenlijke,6
1086,adoptie,6
1087,bevoegd,6
1088,controle,6
1089,vrt,6
1090,streeft,6
1091,uitzondering,6
1092,gemeenschapscommissie,6
1093,collega’s,6
1094,1999,6
1095,advocaat,6
1096,ugent,6
1097,vraaggericht,5
1098,competentiebeleid,5
1099,19,5
1100,redelijke,5
1101,winnen,5
1102,26,5
1103,kunstonderwijs,5
1104,omgaan,5
1105,bedrijfsinvesteringen,5
1106,aanpakken,5
1107,39,5
1108,12,5
1109,13,5
1110,60,5
1111,strijd,5
1112,61,5
1113,63,5
1114,eerstelijnsgezondheidszorg,5
1115,o,5
1116,69,5
1117,70,5
1118,meetbare,5
1119,personeelsbeleid,5
1120,80,5
1121,bestuurlijke,5
1122,stedenbeleid,5
1123,tegenover,5
1124,octopusnota,5
1125,kris,5
1126,peeters,5
1127,leden,5
1128,bestuurszaken,5
1129,aard,5
1130,werkloosheidsgraad,5
1131,verliezen,5
1132,performante,5
1133,centrale,5
1134,keuzes,5
1135,resoluut,5
1136,omstandigheden,5
1137,volle,5
1138,doorbraken,5
1139,talentontwikkeling,5
1140,hierin,5
1141,factor,5
1142,voordeel,5
1143,aanzienlijk,5
1144,ontplooien,5
1145,begin,5
1146,schoolgebouwen,5
1147,voert,5
1148,je,5
1149,wetenschapsbeleid,5
1150,opportuniteiten,5
1151,zorgverzekering,5
1152,maximumfactuur,5
1153,begrenzing,5
1154,kans,5
1155,werkgelegenheid,5
1156,voorbeeld,5
1157,bestrijding,5
1158,verlenen,5
1159,voorzitterschap,5
1160,kracht,5
1161,inkomsten,5
1162,implementeren,5
1163,klaar,5
1164,maw,5
1165,institutionele,5
1166,wettelijk,5
1167,betrokkenen,5
1168,tijdelijk,5
1169,vormt,5
1170,bereiden,5
1171,bestrijden,5
1172,nadruk,5
1173,geconfronteerd,5
1174,fase,5
1175,vast,5
1176,bos,5
1177,prioriteiten,5
1178,waarvoor,5
1179,sturen,5
1180,stapsgewijs,5
1181,geïntegreerde,5
1182,medische,5
1183,doorstroming,5
1184,groep,5
1185,ouders,5
1186,samenstelling,5
1187,waken,5
1188,lijst,5
1189,syntra,5
1190,aansluiten,5
1191,inschakeling,5
1192,vereenvoudigen,5
1193,afstand,5
1194,thema’s,5
1195,beheersovereenkomsten,5
1196,stimuleert,5
1197,cruciale,5
1198,effect,5
1199,drie,5
1200,zelfs,5
1201,versneld,5
1202,structuur,5
1203,energiebesparing,5
1204,zee,5
1205,energieverbruik,5
1206,participatiemaatschappij,5
1207,fonds,5
1208,vervuilde,5
1209,liggen,5
1210,activeren,5
1211,waterwegen,5
1212,gevaarlijke,5
1213,fietspaden,5
1214,antwerpen,5
1215,plaatsvinden,5
1216,nmbs,5
1217,maritieme,5
1218,energieefficiënte,5
1219,effectief,5
1220,verstrekken,5
1221,aanleg,5
1222,wijzen,5
1223,reële,5
1224,verenigde,5
1225,houdt,5
1226,jaarlijks,5
1227,creatieve,5
1228,stakeholders,5
1229,samenhang,5
1230,vrije,5
1231,keuze,5
1232,inrichting,5
1233,voorop,5
1234,deelnemen,5
1235,eventuele,5
1236,eigenheid,5
1237,onderwijsbeleid,5
1238,permanent,5
1239,oriëntatie,5
1240,inhaalbeweging,5
1241,subsidiëring,5
1242,demografische,5
1243,ict,5
1244,drempels,5
1245,studenten,5
1246,ruime,5
1247,beheersen,5
1248,ingevoerd,5
1249,onderzoekers,5
1250,buitenland,5
1251,clb’s,5
1252,dicht,5
1253,bepalen,5
1254,rationeel,5
1255,zeggen,5
1256,nv,5
1257,steun,5
1258,verankeren,5
1259,hefboom,5
1260,toegepast,5
1261,beide,5
1262,aspecten,5
1263,samenhangend,5
1264,ruimtebalans,5
1265,monitoring,5
1266,opzichte,5
1267,buitengebied,5
1268,wel,5
1269,aangetoond,5
1270,oplossing,5
1271,zonevreemde,5
1272,handel,5
1273,innovaties,5
1274,stimulansen,5
1275,onderling,5
1276,materialenbeleid,5
1277,billijke,5
1278,verdeling,5
1279,aangewend,5
1280,daarin,5
1281,pas,5
1282,innovatieinstrumentarium,5
1283,verbeterde,5
1284,kenniscentra,5
1285,medisch,5
1286,sterkere,5
1287,agentschap,5
1288,gebruiken,5
1289,jaarlijkse,5
1290,stedelijke,5
1291,rechtstreeks,5
1292,opgesteld,5
1293,minstens,5
1294,stad,5
1295,bestuursniveaus,5
1296,inventaris,5
1297,maanden,5
1298,permanente,5
1299,koopwoningen,5
1300,kavels,5
1301,inkomen,5
1302,2007,5
1303,belgische,5
1304,capaciteit,5
1305,onderhandelingen,5
1306,lid,5
1307,gemeentelijke,5
1308,kwetsbare,5
1309,zorgverstrekkers,5
1310,voorzieningen,5
1311,ondermeer,5
1312,welzijnswerk,5
1313,statengeneraal,5
1314,feit,5
1315,jeugdbeleid,5
1316,voorbije,5
1317,mannen,5
1318,inburgeraars,5
1319,vaste,5
1320,taalwetgeving,5
1321,faciliteitengemeenten,5
1322,arrondissement,5
1323,resoluties,5
1324,juli,5
1325,schepen,5
1326,genk,5
1327,i,4
1328,bestrijdt,4
1329,relanceplan,4
1330,14,4
1331,15,4
1332,loopbanen,4
1333,termijnen,4
1334,25,4
1335,kleuterparticipatie,4
1336,kleinere,4
1337,28,4
1338,32,4
1339,38,4
1340,40,4
1341,41,4
1342,beperking,4
1343,objectief,4
1344,beschermen,4
1345,51,4
1346,bosbeleid,4
1347,opvoedingsondersteuning,4
1348,65,4
1349,innovatiespeerpunten,4
1350,vlaanderen’,4
1351,67,4
1352,68,4
1353,78,4
1354,79,4
1355,ingrid,4
1356,viceministerpresident,4
1357,overheidsinvesteringen,4
1358,sinds,4
1359,september,4
1360,105,4
1361,daarna,4
1362,proces,4
1363,harde,4
1364,eveneens,4
1365,warm,4
1366,vernieuwen,4
1367,beslissingen,4
1368,leeft,4
1369,bestaat,4
1370,uitstekend,4
1371,voortrekkersrol,4
1372,stimulans,4
1373,energievoorziening,4
1374,moderne,4
1375,bruggen,4
1376,veilig,4
1377,voluit,4
1378,hierdoor,4
1379,drastisch,4
1380,verduurzamen,4
1381,woonwerkverkeer,4
1382,resterende,4
1383,vrij,4
1384,zorgvragen,4
1385,globaal,4
1386,ouderenzorg,4
1387,balans,4
1388,identiteit,4
1389,gedaan,4
1390,werkgelegenheidsbeleid,4
1391,bestuurlijk,4
1392,bestuurskracht,4
1393,interveniërende,4
1394,imago,4
1395,ontwikkelingslanden,4
1396,wenst,4
1397,gezond,4
1398,selectief,4
1399,minimaal,4
1400,oordeel,4
1401,beleidsinstrumenten,4
1402,gemeenschappelijk,4
1403,staatsstructuur,4
1404,slaan,4
1405,ambities,4
1406,recent,4
1407,momenteel,4
1408,doelgerichte,4
1409,mondiale,4
1410,tevens,4
1411,moment,4
1412,flexibel,4
1413,vangen,4
1414,vernieuwingen,4
1415,stelselmatig,4
1416,behoefte,4
1417,dikwijls,4
1418,hetzelfde,4
1419,stap,4
1420,dringt,4
1421,niveaus,4
1422,regelmatig,4
1423,efficiënter,4
1424,systematische,4
1425,sensibiliseringscampagne,4
1426,trajecten,4
1427,veronderstelt,4
1428,gefaseerd,4
1429,herstructureringen,4
1430,werknemer,4
1431,daarmee,4
1432,basisdienstverlening,4
1433,erover,4
1434,evc,4
1435,competentiegerichte,4
1436,traject,4
1437,essentiële,4
1438,opleidingsverstrekkers,4
1439,beschouwd,4
1440,samenwerken,4
1441,jongere,4
1442,blijvende,4
1443,knelpunten,4
1444,werkplekleren,4
1445,onderneming,4
1446,sommige,4
1447,aanwezig,4
1448,eu,4
1449,flankerende,4
1450,zelfstandigen,4
1451,afhankelijk,4
1452,vereenvoudigd,4
1453,pijlers,4
1454,overheidsopdrachten,4
1455,waarover,4
1456,markt,4
1457,participaties,4
1458,stroom,4
1459,hoogrendementsbeglazing,4
1460,langs,4
1461,gimv,4
1462,maatschappij,4
1463,grond,4
1464,punten,4
1465,eenmalige,4
1466,verlopen,4
1467,tijdig,4
1468,licht,4
1469,kust,4
1470,modernisering,4
1471,werd,4
1472,jeugdverblijfsinfrastructuur,4
1473,aangewezen,4
1474,afwachting,4
1475,initiatiefnemers,4
1476,realistische,4
1477,weinig,4
1478,verlengen,4
1479,entiteiten,4
1480,regeerperiode,4
1481,rapporteert,4
1482,evoluties,4
1483,voortzetten,4
1484,klemtoon,4
1485,betrekken,4
1486,evolueren,4
1487,gerespecteerd,4
1488,lager,4
1489,hoog,4
1490,situaties,4
1491,vroeg,4
1492,verzekering,4
1493,afsluiten,4
1494,eenvoudiger,4
1495,transparant,4
1496,geoptimaliseerd,4
1497,personeelsleden,4
1498,normen,4
1499,anderstalige,4
